id,game_id,series_id,round_number,player_id,player_name,team_id,agent,agent_role,side,kills,deaths,assists,headshots,alive_at_end,current_health,current_armor,clutch_situation
a254587d-54e4-409c-aede-94c0716cb081_18_2359,a254587d-54e4-409c-aede-94c0716cb081,2748748,18,2359,Zander,337,viper,Controller,attacker,0,0,0,0,true,100,50,false
a254587d-54e4-409c-aede-94c0716cb081_18_296,a254587d-54e4-409c-aede-94c0716cb081,2748748,18,296,Asuna,337,raze,Duelist,attacker,0,1,0,0,false,0,50,false
a254587d-54e4-409c-aede-94c0716cb081_18_727,a254587d-54e4-409c-aede-94c0716cb081,2748748,18,727,bang,1079,viper,Controller,defender,0,1,0,1,false,0,0,false
a254587d-54e4-409c-aede-94c0716cb081_18_287,a254587d-54e4-409c-aede-94c0716cb081,2748748,18,287,zekken,1079,raze,Duelist,defender,0,1,0,0,false,0,1,false
a254587d-54e4-409c-aede-94c0716cb081_18_2512,a254587d-54e4-409c-aede-94c0716cb081,2748748,18,2512,johnqt,1079,tejo,Initiator,defender,0,1,0,0,false,0,1,false
a254587d-54e4-409c-aede-94c0716cb081_18_94,a254587d-54e4-409c-aede-94c0716cb081,2748748,18,94,Zellsis,1079,brimstone,Controller,defender,2,1,0,2,false,0,0,false
a254587d-54e4-409c-aede-94c0716cb081_18_11013,a254587d-54e4-409c-aede-94c0716cb081,2748748,18,11013,N4RRATE,1079,gekko,Initiator,defender,0,1,0,0,false,0,0,false
a254587d-54e4-409c-aede-94c0716cb081_19_2341,a254587d-54e4-409c-aede-94c0716cb081,2748748,19,2341,eeiu,337,fade,Initiator,attacker,0,0,0,0,true,80,10,false
a254587d-54e4-409c-aede-94c0716cb081_19_2361,a254587d-54e4-409c-aede-94c0716cb081,2748748,19,2361,Cryo,337,brimstone,Controller,attacker,0,1,0,0,false,0,50,false
a254587d-54e4-409c-aede-94c0716cb081_19_2345,a254587d-54e4-409c-aede-94c0716cb081,2748748,19,2345,Boostio,337,gekko,Initiator,attacker,0,1,0,0,false,0,23,false
a254587d-54e4-409c-aede-94c0716cb081_19_2359,a254587d-54e4-409c-aede-94c0716cb081,2748748,19,2359,Zander,337,viper,Controller,attacker,0,1,0,0,false,0,50,false
a254587d-54e4-409c-aede-94c0716cb081_19_296,a254587d-54e4-409c-aede-94c0716cb081,2748748,19,296,Asuna,337,raze,Duelist,attacker,0,0,0,0,true,100,50,false
a254587d-54e4-409c-aede-94c0716cb081_19_727,a254587d-54e4-409c-aede-94c0716cb081,2748748,19,727,bang,1079,viper,Controller,defender,0,0,0,0,true,71,0,false
a254587d-54e4-409c-aede-94c0716cb081_19_287,a254587d-54e4-409c-aede-94c0716cb081,2748748,19,287,zekken,1079,raze,Duelist,defender,1,0,2,0,true,46,0,false
a254587d-54e4-409c-aede-94c0716cb081_19_2512,a254587d-54e4-409c-aede-94c0716cb081,2748748,19,2512,johnqt,1079,tejo,Initiator,defender,1,0,0,1,true,13,25,false
a254587d-54e4-409c-aede-94c0716cb081_19_94,a254587d-54e4-409c-aede-94c0716cb081,2748748,19,94,Zellsis,1079,brimstone,Controller,defender,1,0,0,1,true,100,25,false
a254587d-54e4-409c-aede-94c0716cb081_19_11013,a254587d-54e4-409c-aede-94c0716cb081,2748748,19,11013,N4RRATE,1079,gekko,Initiator,defender,0,0,0,0,true,85,0,false
a254587d-54e4-409c-aede-94c0716cb081_20_2341,a254587d-54e4-409c-aede-94c0716cb081,2748748,20,2341,eeiu,337,fade,Initiator,attacker,1,1,2,1,false,0,3,false
a254587d-54e4-409c-aede-94c0716cb081_20_2361,a254587d-54e4-409c-aede-94c0716cb081,2748748,20,2361,Cryo,337,brimstone,Controller,attacker,1,1,0,1,false,0,50,false
a254587d-54e4-409c-aede-94c0716cb081_20_2345,a254587d-54e4-409c-aede-94c0716cb081,2748748,20,2345,Boostio,337,gekko,Initiator,attacker,0,1,0,0,false,0,23,false
a254587d-54e4-409c-aede-94c0716cb081_20_2359,a254587d-54e4-409c-aede-94c0716cb081,2748748,20,2359,Zander,337,viper,Controller,attacker,1,1,0,1,false,0,50,false
a254587d-54e4-409c-aede-94c0716cb081_20_296,a254587d-54e4-409c-aede-94c0716cb081,2748748,20,296,Asuna,337,raze,Duelist,attacker,0,1,0,0,false,0,1,false
a254587d-54e4-409c-aede-94c0716cb081_20_727,a254587d-54e4-409c-aede-94c0716cb081,2748748,20,727,bang,1079,viper,Controller,defender,1,0,0,1,true,100,50,false
a254587d-54e4-409c-aede-94c0716cb081_20_287,a254587d-54e4-409c-aede-94c0716cb081,2748748,20,287,zekken,1079,raze,Duelist,defender,0,1,0,0,false,0,35,false
a254587d-54e4-409c-aede-94c0716cb081_20_2512,a254587d-54e4-409c-aede-94c0716cb081,2748748,20,2512,johnqt,1079,tejo,Initiator,defender,2,0,0,1,true,90,25,false
a254587d-54e4-409c-aede-94c0716cb081_20_94,a254587d-54e4-409c-aede-94c0716cb081,2748748,20,94,Zellsis,1079,brimstone,Controller,defender,0,1,0,0,false,0,25,false
a254587d-54e4-409c-aede-94c0716cb081_20_11013,a254587d-54e4-409c-aede-94c0716cb081,2748748,20,11013,N4RRATE,1079,gekko,Initiator,defender,2,1,0,1,false,0,25,false
a254587d-54e4-409c-aede-94c0716cb081_21_2341,a254587d-54e4-409c-aede-94c0716cb081,2748748,21,2341,eeiu,337,fade,Initiator,attacker,0,1,0,0,false,0,50,false
a254587d-54e4-409c-aede-94c0716cb081_21_2361,a254587d-54e4-409c-aede-94c0716cb081,2748748,21,2361,Cryo,337,brimstone,Controller,attacker,1,0,0,0,true,86,23,false
a254587d-54e4-409c-aede-94c0716cb081_21_2345,a254587d-54e4-409c-aede-94c0716cb081,2748748,21,2345,Boostio,337,gekko,Initiator,attacker,0,1,0,0,false,0,0,false
a254587d-54e4-409c-aede-94c0716cb081_21_2359,a254587d-54e4-409c-aede-94c0716cb081,2748748,21,2359,Zander,337,viper,Controller,attacker,1,1,0,2,false,0,0,false
a254587d-54e4-409c-aede-94c0716cb081_21_296,a254587d-54e4-409c-aede-94c0716cb081,2748748,21,296,Asuna,337,raze,Duelist,attacker,0,1,0,0,false,0,23,false
a254587d-54e4-409c-aede-94c0716cb081_21_727,a254587d-54e4-409c-aede-94c0716cb081,2748748,21,727,bang,1079,viper,Controller,defender,0,0,0,0,true,88,27,false
a254587d-54e4-409c-aede-94c0716cb081_21_287,a254587d-54e4-409c-aede-94c0716cb081,2748748,21,287,zekken,1079,raze,Duelist,defender,3,0,1,1,true,2,0,false
a254587d-54e4-409c-aede-94c0716cb081_21_2512,a254587d-54e4-409c-aede-94c0716cb081,2748748,21,2512,johnqt,1079,tejo,Initiator,defender,1,0,1,0,true,100,50,false
a254587d-54e4-409c-aede-94c0716cb081_21_94,a254587d-54e4-409c-aede-94c0716cb081,2748748,21,94,Zellsis,1079,brimstone,Controller,defender,0,1,0,0,false,0,50,false
a254587d-54e4-409c-aede-94c0716cb081_21_11013,a254587d-54e4-409c-aede-94c0716cb081,2748748,21,11013,N4RRATE,1079,gekko,Initiator,defender,0,1,0,0,false,0,25,false
a254587d-54e4-409c-aede-94c0716cb081_22_2341,a254587d-54e4-409c-aede-94c0716cb081,2748748,22,2341,eeiu,337,fade,Initiator,attacker,0,1,0,0,false,0,3,false
a254587d-54e4-409c-aede-94c0716cb081_22_2361,a254587d-54e4-409c-aede-94c0716cb081,2748748,22,2361,Cryo,337,brimstone,Controller,attacker,0,1,0,0,false,0,18,false
a254587d-54e4-409c-aede-94c0716cb081_22_2345,a254587d-54e4-409c-aede-94c0716cb081,2748748,22,2345,Boostio,337,gekko,Initiator,attacker,2,1,1,1,false,0,10,false
a254587d-54e4-409c-aede-94c0716cb081_22_2359,a254587d-54e4-409c-aede-94c0716cb081,2748748,22,2359,Zander,337,viper,Controller,attacker,1,1,0,0,false,0,0,false
a254587d-54e4-409c-aede-94c0716cb081_22_296,a254587d-54e4-409c-aede-94c0716cb081,2748748,22,296,Asuna,337,raze,Duelist,attacker,0,1,0,0,false,0,50,false
a254587d-54e4-409c-aede-94c0716cb081_22_727,a254587d-54e4-409c-aede-94c0716cb081,2748748,22,727,bang,1079,viper,Controller,defender,1,1,0,1,false,0,50,false
a254587d-54e4-409c-aede-94c0716cb081_22_287,a254587d-54e4-409c-aede-94c0716cb081,2748748,22,287,zekken,1079,raze,Duelist,defender,1,0,0,1,true,100,50,false
a254587d-54e4-409c-aede-94c0716cb081_22_2512,a254587d-54e4-409c-aede-94c0716cb081,2748748,22,2512,johnqt,1079,tejo,Initiator,defender,2,0,0,2,true,53,0,false
a254587d-54e4-409c-aede-94c0716cb081_22_94,a254587d-54e4-409c-aede-94c0716cb081,2748748,22,94,Zellsis,1079,brimstone,Controller,defender,0,1,0,0,false,0,0,false
a254587d-54e4-409c-aede-94c0716cb081_22_11013,a254587d-54e4-409c-aede-94c0716cb081,2748748,22,11013,N4RRATE,1079,gekko,Initiator,defender,1,1,0,0,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_1_2341,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,1,2341,eeiu,337,fade,Initiator,attacker,1,1,0,1,false,0,7,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_1_2361,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,1,2361,Cryo,337,jett,Duelist,attacker,1,1,0,1,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_1_2345,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,1,2345,Boostio,337,killjoy,Sentinel,attacker,0,1,0,0,false,0,16,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_1_2359,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,1,2359,Zander,337,astra,Controller,attacker,0,1,0,0,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_1_296,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,1,296,Asuna,337,kay/o,Initiator,attacker,1,1,1,1,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_1_727,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,1,727,bang,1079,astra,Controller,defender,1,1,0,1,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_1_287,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,1,287,zekken,1079,yoru,Duelist,defender,1,1,1,0,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_1_2512,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,1,2512,johnqt,1079,tejo,Initiator,defender,1,1,1,0,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_1_94,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,1,94,Zellsis,1079,vyse,Sentinel,defender,0,0,0,0,true,100,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_1_11013,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,1,11013,N4RRATE,1079,fade,Initiator,defender,2,0,0,3,true,74,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_2_2341,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,2,2341,eeiu,337,fade,Initiator,attacker,0,1,0,0,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_2_2361,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,2,2361,Cryo,337,jett,Duelist,attacker,1,1,0,1,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_2_2345,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,2,2345,Boostio,337,killjoy,Sentinel,attacker,0,1,0,0,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_2_2359,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,2,2359,Zander,337,astra,Controller,attacker,0,1,0,0,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_2_296,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,2,296,Asuna,337,kay/o,Initiator,attacker,0,1,0,0,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_2_727,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,2,727,bang,1079,astra,Controller,defender,0,0,0,0,true,100,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_2_287,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,2,287,zekken,1079,yoru,Duelist,defender,2,1,0,1,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_2_2512,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,2,2512,johnqt,1079,tejo,Initiator,defender,3,0,1,2,true,70,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_2_94,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,2,94,Zellsis,1079,vyse,Sentinel,defender,0,0,0,0,true,100,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_2_11013,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,2,11013,N4RRATE,1079,fade,Initiator,defender,0,0,0,0,true,76,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_3_2341,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,3,2341,eeiu,337,fade,Initiator,attacker,0,0,0,0,true,76,3,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_3_2361,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,3,2361,Cryo,337,jett,Duelist,attacker,3,0,2,3,true,100,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_3_2345,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,3,2345,Boostio,337,killjoy,Sentinel,attacker,1,0,1,0,true,100,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_3_2359,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,3,2359,Zander,337,astra,Controller,attacker,0,0,0,0,true,100,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_3_296,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,3,296,Asuna,337,kay/o,Initiator,attacker,1,1,0,1,false,0,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_3_727,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,3,727,bang,1079,astra,Controller,defender,0,1,0,0,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_3_287,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,3,287,zekken,1079,yoru,Duelist,defender,0,1,0,0,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_3_2512,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,3,2512,johnqt,1079,tejo,Initiator,defender,0,1,0,0,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_3_94,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,3,94,Zellsis,1079,vyse,Sentinel,defender,0,1,0,0,false,0,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_3_11013,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,3,11013,N4RRATE,1079,fade,Initiator,defender,1,1,0,1,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_4_2341,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,4,2341,eeiu,337,fade,Initiator,attacker,0,0,0,0,true,100,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_4_2361,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,4,2361,Cryo,337,jett,Duelist,attacker,1,0,0,1,true,70,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_4_2345,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,4,2345,Boostio,337,killjoy,Sentinel,attacker,1,0,0,1,true,100,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_4_2359,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,4,2359,Zander,337,astra,Controller,attacker,1,0,0,1,true,100,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_4_296,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,4,296,Asuna,337,kay/o,Initiator,attacker,0,0,0,0,true,100,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_4_727,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,4,727,bang,1079,astra,Controller,defender,0,1,0,0,false,0,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_4_287,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,4,287,zekken,1079,yoru,Duelist,defender,0,0,0,0,true,4,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_4_2512,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,4,2512,johnqt,1079,tejo,Initiator,defender,0,0,0,0,true,100,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_4_94,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,4,94,Zellsis,1079,vyse,Sentinel,defender,0,1,0,0,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_4_11013,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,4,11013,N4RRATE,1079,fade,Initiator,defender,0,1,0,0,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_5_2341,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,5,2341,eeiu,337,fade,Initiator,attacker,0,1,0,0,false,0,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_5_2361,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,5,2361,Cryo,337,jett,Duelist,attacker,1,1,0,1,false,0,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_5_2345,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,5,2345,Boostio,337,killjoy,Sentinel,attacker,0,1,0,0,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_5_2359,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,5,2359,Zander,337,astra,Controller,attacker,1,1,1,0,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_5_296,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,5,296,Asuna,337,kay/o,Initiator,attacker,0,1,0,0,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_5_727,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,5,727,bang,1079,astra,Controller,defender,3,0,1,2,true,100,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_5_287,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,5,287,zekken,1079,yoru,Duelist,defender,0,1,0,0,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_5_2512,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,5,2512,johnqt,1079,tejo,Initiator,defender,0,0,0,0,true,100,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_5_94,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,5,94,Zellsis,1079,vyse,Sentinel,defender,1,1,0,2,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_5_11013,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,5,11013,N4RRATE,1079,fade,Initiator,defender,1,0,1,3,true,81,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_6_2341,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,6,2341,eeiu,337,fade,Initiator,attacker,0,1,0,0,false,0,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_6_2361,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,6,2361,Cryo,337,jett,Duelist,attacker,2,1,0,2,false,0,40,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_6_2345,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,6,2345,Boostio,337,killjoy,Sentinel,attacker,0,1,0,0,false,0,42,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_6_2359,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,6,2359,Zander,337,astra,Controller,attacker,0,1,0,0,false,0,26,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_6_296,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,6,296,Asuna,337,kay/o,Initiator,attacker,0,1,0,1,false,0,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_6_727,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,6,727,bang,1079,astra,Controller,defender,2,0,0,2,true,87,23,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_6_287,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,6,287,zekken,1079,yoru,Duelist,defender,1,1,0,0,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_6_2512,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,6,2512,johnqt,1079,tejo,Initiator,defender,2,0,0,1,true,85,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_6_94,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,6,94,Zellsis,1079,vyse,Sentinel,defender,0,0,0,0,true,16,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_6_11013,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,6,11013,N4RRATE,1079,fade,Initiator,defender,0,1,0,0,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_7_2341,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,7,2341,eeiu,337,fade,Initiator,attacker,1,0,0,1,true,70,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_7_2361,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,7,2361,Cryo,337,jett,Duelist,attacker,0,1,0,0,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_7_2345,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,7,2345,Boostio,337,killjoy,Sentinel,attacker,0,1,0,0,false,0,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_7_2359,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,7,2359,Zander,337,astra,Controller,attacker,3,0,2,1,true,100,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_7_296,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,7,296,Asuna,337,kay/o,Initiator,attacker,0,1,0,1,false,0,13,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_7_727,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,7,727,bang,1079,astra,Controller,defender,1,1,0,1,false,0,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_7_287,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,7,287,zekken,1079,yoru,Duelist,defender,0,0,0,0,true,86,23,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_7_2512,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,7,2512,johnqt,1079,tejo,Initiator,defender,0,1,0,0,false,0,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_7_94,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,7,94,Zellsis,1079,vyse,Sentinel,defender,1,1,0,1,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_7_11013,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,7,11013,N4RRATE,1079,fade,Initiator,defender,1,1,1,1,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_8_2341,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,8,2341,eeiu,337,fade,Initiator,attacker,2,1,1,2,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_8_2361,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,8,2361,Cryo,337,jett,Duelist,attacker,1,0,0,1,true,100,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_8_2345,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,8,2345,Boostio,337,killjoy,Sentinel,attacker,1,1,1,1,false,0,0,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_8_2359,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,8,2359,Zander,337,astra,Controller,attacker,1,0,0,1,true,93,36,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_8_296,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,8,296,Asuna,337,kay/o,Initiator,attacker,0,0,0,0,true,100,25,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_8_727,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,8,727,bang,1079,astra,Controller,defender,0,1,0,0,false,0,1,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_8_287,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,8,287,zekken,1079,yoru,Duelist,defender,0,1,0,0,false,0,23,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_8_2512,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,8,2512,johnqt,1079,tejo,Initiator,defender,1,1,0,1,false,0,23,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_8_94,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,8,94,Zellsis,1079,vyse,Sentinel,defender,1,1,1,1,false,0,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_8_11013,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,8,11013,N4RRATE,1079,fade,Initiator,defender,0,1,0,0,false,0,1,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_9_2341,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,9,2341,eeiu,337,fade,Initiator,attacker,2,1,0,2,false,0,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_9_2361,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,9,2361,Cryo,337,jett,Duelist,attacker,0,0,0,1,true,81,13,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_9_2345,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,9,2345,Boostio,337,killjoy,Sentinel,attacker,1,1,0,2,false,0,23,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_9_2359,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,9,2359,Zander,337,astra,Controller,attacker,0,0,0,0,true,100,50,false
eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc_9_296,eccfa3ca-bb4e-4cf0-aabc-57cf950b80bc,2748748,9,296,Asuna,337,kay/o,Initiator,attacker,0,0,0,0,true,100,50,false
