team_id,team_name,map_name,games_played,wins,losses,win_rate,rounds_won,rounds_lost,round_diff_ratio
1079,Sentinels,haven,1,1,0,100.0,13,4,3.25
1611,Leviatán Esports,icebox,1,0,1,0.0,8,13,0.62
48457,KRÜ Esports,lotus,1,0,1,0.0,11,13,0.85
48457,KRÜ Esports,haven,1,1,0,100.0,13,6,2.17
3412,LOUD (1),lotus,1,1,0,100.0,12,7,1.71
3412,LOUD (1),sunset,1,0,1,0.0,6,13,0.46
97,NRG,,3,2,1,66.7,,,
1079,Sentinels,bind,1,0,1,0.0,5,13,0.38
1611,Leviatán Esports,sunset,1,0,1,0.0,6,13,0.46
337,100 Thieves,bind,1,1,0,100.0,13,10,1.3
3412,LOUD (1),bind,1,1,0,100.0,13,9,1.44
337,100 Thieves,bind,1,0,1,0.0,9,13,0.69
337,100 Thieves,bind,1,1,0,100.0,13,6,2.17
97,NRG,fracture,1,0,1,0.0,12,14,0.86
337,100 Thieves,,3,1,2,33.3,,,
48457,KRÜ Esports,bind,1,1,0,100.0,13,8,1.63
79,Cloud9,ascent,1,1,0,100.0,18,16,1.13
97,NRG,breeze,1,1,0,100.0,13,10,1.3
48457,KRÜ Esports,icebox,1,0,1,0.0,11,13,0.85
79,Cloud9,icebox,1,1,0,100.0,13,4,3.25
48457,KRÜ Esports,breeze,1,1,0,100.0,13,9,1.44
48457,KRÜ Esports,,2,2,0,100.0,,,
97,NRG,,3,1,2,33.3,,,
96,G2 Esports,pearl,1,0,1,0.0,12,14,0.86
81,MIBR (1),ascent,1,0,1,0.0,9,13,0.69
96,G2 Esports,bind,1,1,0,100.0,13,6,2.17
281,Evil Geniuses,icebox,1,0,1,0.0,5,13,0.38
281,Evil Geniuses,sunset,1,0,1,0.0,10,13,0.77
3412,LOUD (1),,3,2,1,66.7,,,
97,NRG,,2,0,2,0.0,,,
79,Cloud9,icebox,1,1,0,100.0,13,9,1.44
79,Cloud9,,3,1,2,33.3,,,
281,Evil Geniuses,sunset,1,0,1,0.0,7,13,0.54
97,NRG,haven,1,1,0,100.0,13,4,3.25
81,MIBR (1),bind,1,1,0,100.0,14,12,1.17
1611,Leviatán Esports,bind,1,0,1,0.0,6,13,0.46
81,MIBR (1),icebox,1,1,0,100.0,13,11,1.18
81,MIBR,breeze,1,1,0,100.0,13,11,1.18
337,100 Thieves,icebox,1,0,1,0.0,11,13,0.85
1611,Leviatán Esports,,3,1,2,33.3,,,
48457,KRÜ Esports,,2,0,2,0.0,,,
281,Evil Geniuses,,3,1,2,33.3,,,
81,MIBR (1),lotus,1,0,1,0.0,4,13,0.31
48457,KRÜ Esports,,2,2,0,100.0,,,
1611,Leviatán Esports,sunset,1,1,0,100.0,13,8,1.63
1611,Leviatán Esports,bind,1,1,0,100.0,14,12,1.17
48457,KRÜ Esports,icebox,1,1,0,100.0,13,6,2.17
97,NRG,split,1,1,0,100.0,13,9,1.44
96,G2 Esports,breeze,1,0,1,0.0,6,13,0.46
48457,KRÜ Esports,,3,2,1,66.7,,,
48457,KRÜ Esports,haven,1,1,0,100.0,13,2,6.5
48457,KRÜ Esports,split,1,1,0,100.0,13,10,1.3
48457,KRÜ Esports,fracture,1,1,0,100.0,13,10,1.3
97,NRG,lotus,1,0,1,0.0,10,13,0.77
81,MIBR (1),split,1,1,0,100.0,13,8,1.63
48457,KRÜ Esports,icebox,1,0,1,0.0,2,13,0.15
48457,KRÜ Esports,haven,1,1,0,100.0,13,11,1.18
81,MIBR (1),icebox,1,0,1,0.0,7,13,0.54
1079,Sentinels,lotus,1,0,1,0.0,9,12,0.75
96,G2 Esports,sunset,1,1,0,100.0,13,4,3.25
96,G2 Esports,,2,2,0,100.0,,,
1079,Sentinels,corrode,1,1,0,100.0,13,8,1.63
96,G2 Esports,,3,2,1,66.7,,,
99,FURIA,,2,0,2,0.0,,,
81,MIBR (1),lotus,1,0,1,0.0,13,15,0.87
97,NRG,breeze,1,1,0,100.0,13,10,1.3
3412,LOUD,ascent,1,1,0,100.0,13,9,1.44
3412,,,26,11,15,42.3,,,
337,100 Thieves,lotus,2,2,0,100.0,27,16,1.69
99,FURIA,haven,3,1,2,33.3,29,33,0.88
96,G2 Esports,abyss,3,2,1,66.7,35,31,1.13
3412,LOUD (1),sunset,2,0,2,0.0,12,26,0.46
281,Evil Geniuses,split,1,0,1,0.0,4,13,0.31
81,MIBR (1),breeze,1,0,1,0.0,3,13,0.23
1079,Sentinels,ascent,1,0,1,0.0,10,13,0.77
3412,LOUD (1),fracture,1,1,0,100.0,13,3,4.33
79,Cloud9,fracture,1,1,0,100.0,14,12,1.17
1611,Leviatán Esports,haven,3,1,2,33.3,34,34,1.0
281,Evil Geniuses,icebox,4,3,1,75.0,44,48,0.92
281,Evil Geniuses,bind,1,1,0,100.0,13,11,1.18
53367,2GAME eSports,haven,1,0,1,0.0,4,13,0.31
79,Cloud9,sunset,1,1,0,100.0,14,12,1.17
3412,LOUD,split,1,1,0,100.0,13,11,1.18
1079,Sentinels,split,4,2,2,50.0,39,41,0.95
96,,,11,11,0,100.0,,,
96,G2 Esports,breeze,2,2,0,100.0,26,16,1.63
1079,Sentinels,pearl,5,3,2,60.0,65,59,1.1
81,MIBR (1),abyss,1,1,0,100.0,13,8,1.63
3412,LOUD (1),haven,2,0,2,0.0,6,26,0.23
99,FURIA,fracture,1,0,1,0.0,4,13,0.31
99,FURIA,sunset,1,1,0,100.0,13,10,1.3
1079,Sentinels,bind,2,1,1,50.0,19,22,0.86
53367,,,8,2,6,25.0,,,
1611,Leviatán Esports,sunset,8,6,2,75.0,94,69,1.36
79,Cloud9,haven,3,1,2,33.3,29,30,0.97
1611,Leviatán Esports,fracture,1,0,1,0.0,13,15,0.87
1079,Sentinels,icebox,2,1,1,50.0,22,13,1.69
53367,2GAME eSports,sunset,1,1,0,100.0,13,7,1.86
1079,Sentinels,lotus,3,3,0,100.0,39,22,1.77
48457,KRÜ Esports,haven,5,2,3,40.0,51,55,0.93
337,100 Thieves,ascent,2,2,0,100.0,26,16,1.63
99,,,10,2,8,20.0,,,
1611,Leviatán Esports,abyss,1,1,0,100.0,13,10,1.3
48457,KRÜ Esports,split,3,1,2,33.3,28,36,0.78
96,G2 Esports,bind,4,3,1,75.0,51,36,1.42
96,G2 Esports,icebox,2,0,2,0.0,23,27,0.85
337,100 Thieves,sunset,3,1,2,33.3,19,34,0.56
3412,LOUD (1),lotus,2,1,1,50.0,22,24,0.92
337,100 Thieves,fracture,1,0,1,0.0,10,13,0.77
48457,,,13,6,7,46.2,,,
1079,Sentinels,abyss,2,1,1,50.0,20,18,1.11
81,MIBR (1),split,5,2,3,40.0,56,57,0.98
96,G2 Esports,ascent,7,4,3,57.1,74,77,0.96
1611,Leviatán Esports,lotus,5,5,0,100.0,71,47,1.51
281,Evil Geniuses,breeze,1,0,1,0.0,9,13,0.69
97,NRG,pearl,1,0,1,0.0,9,13,0.69
81,MIBR (1),pearl,2,1,1,50.0,23,25,0.92
79,Cloud9,corrode,1,1,0,100.0,13,10,1.3
53367,2GAME eSports,lotus,1,0,1,0.0,11,13,0.85
1079,,,14,7,7,50.0,,,
48457,KRÜ Esports,sunset,2,1,1,50.0,21,19,1.11
281,Evil Geniuses,lotus,6,2,4,33.3,57,72,0.79
337,100 Thieves,split,5,3,2,60.0,56,52,1.08
1611,Leviatán Esports,breeze,1,1,0,100.0,13,6,2.17
337,100 Thieves,pearl,1,0,1,0.0,14,16,0.88
79,Cloud9,abyss,1,0,1,0.0,11,13,0.85
79,,,9,1,8,11.1,,,
1079,Sentinels,corrode,1,1,0,100.0,13,10,1.3
99,FURIA,split,3,0,3,0.0,19,39,0.49
1611,Leviatán Esports,bind,4,2,2,50.0,35,39,0.9
1611,Leviatán Esports,icebox,12,8,4,66.7,138,104,1.33
99,FURIA,pearl,1,0,1,0.0,2,13,0.15
1079,Sentinels,sunset,1,1,0,100.0,13,4,3.25
3412,LOUD (1),ascent,1,1,0,100.0,13,10,1.3
48457,KRÜ Esports,corrode,2,0,2,0.0,13,26,0.5
97,NRG,sunset,4,1,3,25.0,34,46,0.74
81,,,12,6,6,50.0,,,
96,G2 Esports,haven,4,3,1,75.0,53,38,1.39
3412,LOUD (1),breeze,1,0,1,0.0,10,13,0.77
81,MIBR (1),sunset,2,0,2,0.0,17,26,0.65
97,NRG,fracture,2,0,2,0.0,10,26,0.38
