id,game_id,series_id,player_id,player_name,team_id,agent,final_money,final_loadout_value,final_net_worth,total_kills,total_deaths,total_assists,total_headshots
a417c9ca-3598-470d-9730-8d13f02ec81a_2341,a417c9ca-3598-470d-9730-8d13f02ec81a,2654001,2341,eeiu,337,sova,6050,4350,10400,7,6,3,4
a417c9ca-3598-470d-9730-8d13f02ec81a_727,a417c9ca-3598-470d-9730-8d13f02ec81a,2654001,727,bang,337,viper,5100,4300,9400,16,8,4,14
a417c9ca-3598-470d-9730-8d13f02ec81a_2345,a417c9ca-3598-470d-9730-8d13f02ec81a,2654001,2345,Boostio,337,killjoy,1900,3300,5200,13,11,2,9
a417c9ca-3598-470d-9730-8d13f02ec81a_2361,a417c9ca-3598-470d-9730-8d13f02ec81a,2654001,2361,Cryo,337,jett,5150,850,6000,22,7,6,7
a417c9ca-3598-470d-9730-8d13f02ec81a_296,a417c9ca-3598-470d-9730-8d13f02ec81a,2654001,296,Asuna,337,gekko,5350,0,5350,13,8,6,5
a417c9ca-3598-470d-9730-8d13f02ec81a_50,a417c9ca-3598-470d-9730-8d13f02ec81a,2654001,50,qck1,3412,jett,50,400,450,5,16,2,3
a417c9ca-3598-470d-9730-8d13f02ec81a_1812,a417c9ca-3598-470d-9730-8d13f02ec81a,2654001,1812,cauanzin,3412,sova,600,700,1300,8,14,3,7
a417c9ca-3598-470d-9730-8d13f02ec81a_58,a417c9ca-3598-470d-9730-8d13f02ec81a,2654001,58,Saadhak,3412,killjoy,800,0,800,10,14,1,10
a417c9ca-3598-470d-9730-8d13f02ec81a_28,a417c9ca-3598-470d-9730-8d13f02ec81a,2654001,28,Less,3412,viper,800,0,800,7,14,3,6
a417c9ca-3598-470d-9730-8d13f02ec81a_272,a417c9ca-3598-470d-9730-8d13f02ec81a,2654001,272,tuyz,3412,harbor,100,500,600,10,13,4,10
1852c76c-6c74-4f6c-a56c-542a7d96add0_14940,1852c76c-6c74-4f6c-a56c-542a7d96add0,2654002,14940,icy,96,gekko,2250,300,2550,11,12,6,7
1852c76c-6c74-4f6c-a56c-542a7d96add0_1192,1852c76c-6c74-4f6c-a56c-542a7d96add0,2654002,1192,leaf,96,killjoy,2750,2900,5650,24,10,6,14
1852c76c-6c74-4f6c-a56c-542a7d96add0_2349,1852c76c-6c74-4f6c-a56c-542a7d96add0,2654002,2349,valyn,96,harbor,3400,3600,7000,12,13,2,12
1852c76c-6c74-4f6c-a56c-542a7d96add0_2353,1852c76c-6c74-4f6c-a56c-542a7d96add0,2654002,2353,trent,96,sova,3600,700,4300,15,9,5,10
1852c76c-6c74-4f6c-a56c-542a7d96add0_2351,1852c76c-6c74-4f6c-a56c-542a7d96add0,2654002,2351,JonahP,96,viper,1600,1900,3500,13,9,6,7
1852c76c-6c74-4f6c-a56c-542a7d96add0_77,1852c76c-6c74-4f6c-a56c-542a7d96add0,2654002,77,keznitdeuS,48457,reyna,300,650,950,7,16,6,4
1852c76c-6c74-4f6c-a56c-542a7d96add0_3078,1852c76c-6c74-4f6c-a56c-542a7d96add0,2654002,3078,Shyy,48457,killjoy,1250,300,1550,7,15,1,8
1852c76c-6c74-4f6c-a56c-542a7d96add0_83,1852c76c-6c74-4f6c-a56c-542a7d96add0,2654002,83,Klaus,48457,gekko,2450,550,3000,9,15,7,6
1852c76c-6c74-4f6c-a56c-542a7d96add0_208,1852c76c-6c74-4f6c-a56c-542a7d96add0,2654002,208,Melser,48457,viper,1600,200,1800,17,14,3,13
1852c76c-6c74-4f6c-a56c-542a7d96add0_48,1852c76c-6c74-4f6c-a56c-542a7d96add0,2654002,48,heat,48457,kay/o,1700,700,2400,13,15,5,12
c881a53b-abc2-4d63-af9c-c53b2d6c073b_14940,c881a53b-abc2-4d63-af9c-c53b2d6c073b,2654002,14940,icy,96,jett,2950,6250,9200,17,16,11,13
c881a53b-abc2-4d63-af9c-c53b2d6c073b_1192,c881a53b-abc2-4d63-af9c-c53b2d6c073b,2654002,1192,leaf,96,killjoy,8400,3900,12300,20,12,11,17
c881a53b-abc2-4d63-af9c-c53b2d6c073b_2349,c881a53b-abc2-4d63-af9c-c53b2d6c073b,2654002,2349,valyn,96,omen,7500,4250,11750,18,14,12,14
c881a53b-abc2-4d63-af9c-c53b2d6c073b_2353,c881a53b-abc2-4d63-af9c-c53b2d6c073b,2654002,2353,trent,96,sova,4250,4200,8450,12,11,5,8
c881a53b-abc2-4d63-af9c-c53b2d6c073b_2351,c881a53b-abc2-4d63-af9c-c53b2d6c073b,2654002,2351,JonahP,96,kay/o,3750,4350,8100,17,12,9,15
c881a53b-abc2-4d63-af9c-c53b2d6c073b_77,c881a53b-abc2-4d63-af9c-c53b2d6c073b,2654002,77,keznitdeuS,48457,jett,50,150,200,15,17,6,10
c881a53b-abc2-4d63-af9c-c53b2d6c073b_3078,c881a53b-abc2-4d63-af9c-c53b2d6c073b,2654002,3078,Shyy,48457,killjoy,0,3100,3100,15,16,7,11
c881a53b-abc2-4d63-af9c-c53b2d6c073b_83,c881a53b-abc2-4d63-af9c-c53b2d6c073b,2654002,83,Klaus,48457,sova,100,150,250,9,18,6,4
c881a53b-abc2-4d63-af9c-c53b2d6c073b_208,c881a53b-abc2-4d63-af9c-c53b2d6c073b,2654002,208,Melser,48457,omen,0,350,350,14,17,2,12
c881a53b-abc2-4d63-af9c-c53b2d6c073b_48,c881a53b-abc2-4d63-af9c-c53b2d6c073b,2654002,48,heat,48457,kay/o,150,250,400,12,16,3,13
192467c7-4d6d-44c0-9a0f-250515139ad7_2341,192467c7-4d6d-44c0-9a0f-250515139ad7,2654003,2341,eeiu,337,fade,2550,4200,6750,8,10,3,6
192467c7-4d6d-44c0-9a0f-250515139ad7_727,192467c7-4d6d-44c0-9a0f-250515139ad7,2654003,727,bang,337,viper,450,0,450,14,8,4,11
192467c7-4d6d-44c0-9a0f-250515139ad7_2345,192467c7-4d6d-44c0-9a0f-250515139ad7,2654003,2345,Boostio,337,gekko,4400,4350,8750,16,6,7,12
192467c7-4d6d-44c0-9a0f-250515139ad7_2361,192467c7-4d6d-44c0-9a0f-250515139ad7,2654003,2361,Cryo,337,brimstone,1350,4450,5800,11,11,5,8
192467c7-4d6d-44c0-9a0f-250515139ad7_296,192467c7-4d6d-44c0-9a0f-250515139ad7,2654003,296,Asuna,337,raze,2750,500,3250,21,11,9,16
192467c7-4d6d-44c0-9a0f-250515139ad7_14,192467c7-4d6d-44c0-9a0f-250515139ad7,2654003,14,aspas,1611,raze,200,200,400,11,14,6,7
192467c7-4d6d-44c0-9a0f-250515139ad7_2343,192467c7-4d6d-44c0-9a0f-250515139ad7,2654003,2343,tex,1611,gekko,50,550,600,10,13,5,10
192467c7-4d6d-44c0-9a0f-250515139ad7_207,192467c7-4d6d-44c0-9a0f-250515139ad7,2654003,207,kiNgg,1611,viper,150,200,350,5,14,3,3
192467c7-4d6d-44c0-9a0f-250515139ad7_2515,192467c7-4d6d-44c0-9a0f-250515139ad7,2654003,2515,C0M,1611,skye,0,3750,3750,9,14,7,8
192467c7-4d6d-44c0-9a0f-250515139ad7_74,192467c7-4d6d-44c0-9a0f-250515139ad7,2654003,74,Mazino,1611,brimstone,150,300,450,11,15,4,8
5c0033f6-1a30-42bb-a09a-ca61b470feb9_2341,5c0033f6-1a30-42bb-a09a-ca61b470feb9,2654003,2341,eeiu,337,sova,100,850,950,19,19,3,17
5c0033f6-1a30-42bb-a09a-ca61b470feb9_727,5c0033f6-1a30-42bb-a09a-ca61b470feb9,2654003,727,bang,337,omen,200,800,1000,12,21,4,15
5c0033f6-1a30-42bb-a09a-ca61b470feb9_2345,5c0033f6-1a30-42bb-a09a-ca61b470feb9,2654003,2345,Boostio,337,cypher,500,100,600,14,21,7,6
5c0033f6-1a30-42bb-a09a-ca61b470feb9_2361,5c0033f6-1a30-42bb-a09a-ca61b470feb9,2654003,2361,Cryo,337,gekko,250,550,800,21,16,4,16
5c0033f6-1a30-42bb-a09a-ca61b470feb9_296,5c0033f6-1a30-42bb-a09a-ca61b470feb9,2654003,296,Asuna,337,raze,400,300,700,21,20,9,18
5c0033f6-1a30-42bb-a09a-ca61b470feb9_14,5c0033f6-1a30-42bb-a09a-ca61b470feb9,2654003,14,aspas,1611,raze,400,3600,4000,24,18,11,20
5c0033f6-1a30-42bb-a09a-ca61b470feb9_2343,5c0033f6-1a30-42bb-a09a-ca61b470feb9,2654003,2343,tex,1611,gekko,550,4200,4750,16,16,5,16
5c0033f6-1a30-42bb-a09a-ca61b470feb9_207,5c0033f6-1a30-42bb-a09a-ca61b470feb9,2654003,207,kiNgg,1611,omen,500,4250,4750,23,17,12,22
5c0033f6-1a30-42bb-a09a-ca61b470feb9_2515,5c0033f6-1a30-42bb-a09a-ca61b470feb9,2654003,2515,C0M,1611,cypher,200,4200,4400,9,20,4,8
5c0033f6-1a30-42bb-a09a-ca61b470feb9_74,5c0033f6-1a30-42bb-a09a-ca61b470feb9,2654003,74,Mazino,1611,breach,100,4450,4550,25,16,15,22
aa49b741-d494-4a05-a4b0-5c79cfd6b0ac_2341,aa49b741-d494-4a05-a4b0-5c79cfd6b0ac,2654003,2341,eeiu,337,sova,4450,4500,8950,18,12,6,18
aa49b741-d494-4a05-a4b0-5c79cfd6b0ac_727,aa49b741-d494-4a05-a4b0-5c79cfd6b0ac,2654003,727,bang,337,viper,3750,300,4050,10,14,2,8
aa49b741-d494-4a05-a4b0-5c79cfd6b0ac_2345,aa49b741-d494-4a05-a4b0-5c79cfd6b0ac,2654003,2345,Boostio,337,killjoy,5050,600,5650,14,16,5,7
aa49b741-d494-4a05-a4b0-5c79cfd6b0ac_2361,aa49b741-d494-4a05-a4b0-5c79cfd6b0ac,2654003,2361,Cryo,337,jett,2700,700,3400,26,15,4,13
aa49b741-d494-4a05-a4b0-5c79cfd6b0ac_296,aa49b741-d494-4a05-a4b0-5c79cfd6b0ac,2654003,296,Asuna,337,gekko,4500,2900,7400,18,15,9,13
aa49b741-d494-4a05-a4b0-5c79cfd6b0ac_14,aa49b741-d494-4a05-a4b0-5c79cfd6b0ac,2654003,14,aspas,1611,jett,200,150,350,20,17,8,18
aa49b741-d494-4a05-a4b0-5c79cfd6b0ac_2343,aa49b741-d494-4a05-a4b0-5c79cfd6b0ac,2654003,2343,tex,1611,killjoy,0,0,0,13,18,5,13
aa49b741-d494-4a05-a4b0-5c79cfd6b0ac_207,aa49b741-d494-4a05-a4b0-5c79cfd6b0ac,2654003,207,kiNgg,1611,viper,150,0,150,15,16,8,7
aa49b741-d494-4a05-a4b0-5c79cfd6b0ac_2515,aa49b741-d494-4a05-a4b0-5c79cfd6b0ac,2654003,2515,C0M,1611,sova,100,0,100,12,16,8,4
aa49b741-d494-4a05-a4b0-5c79cfd6b0ac_74,aa49b741-d494-4a05-a4b0-5c79cfd6b0ac,2654003,74,Mazino,1611,harbor,100,500,600,12,19,6,12
f08e1ac0-c575-4ba7-b1de-e7caf6dd202f_2341,f08e1ac0-c575-4ba7-b1de-e7caf6dd202f,2654004,2341,eeiu,337,sova,7800,4500,12300,21,8,10,15
f08e1ac0-c575-4ba7-b1de-e7caf6dd202f_727,f08e1ac0-c575-4ba7-b1de-e7caf6dd202f,2654004,727,bang,337,omen,3550,3700,7250,16,7,5,9
f08e1ac0-c575-4ba7-b1de-e7caf6dd202f_2345,f08e1ac0-c575-4ba7-b1de-e7caf6dd202f,2654004,2345,Boostio,337,killjoy,6400,700,7100,9,10,7,7
f08e1ac0-c575-4ba7-b1de-e7caf6dd202f_2361,f08e1ac0-c575-4ba7-b1de-e7caf6dd202f,2654004,2361,Cryo,337,jett,6150,3750,9900,17,9,11,5
f08e1ac0-c575-4ba7-b1de-e7caf6dd202f_296,f08e1ac0-c575-4ba7-b1de-e7caf6dd202f,2654004,296,Asuna,337,kay/o,6200,950,7150,8,9,8,10
f08e1ac0-c575-4ba7-b1de-e7caf6dd202f_14940,f08e1ac0-c575-4ba7-b1de-e7caf6dd202f,2654004,14940,icy,96,jett,500,350,850,11,15,7,10
f08e1ac0-c575-4ba7-b1de-e7caf6dd202f_1192,f08e1ac0-c575-4ba7-b1de-e7caf6dd202f,2654004,1192,leaf,96,killjoy,0,0,0,8,16,5,5
f08e1ac0-c575-4ba7-b1de-e7caf6dd202f_2349,f08e1ac0-c575-4ba7-b1de-e7caf6dd202f,2654004,2349,valyn,96,omen,300,750,1050,7,12,3,5
f08e1ac0-c575-4ba7-b1de-e7caf6dd202f_2353,f08e1ac0-c575-4ba7-b1de-e7caf6dd202f,2654004,2353,trent,96,sova,200,3050,3250,10,13,5,13
f08e1ac0-c575-4ba7-b1de-e7caf6dd202f_2351,f08e1ac0-c575-4ba7-b1de-e7caf6dd202f,2654004,2351,JonahP,96,kay/o,400,500,900,7,15,2,9
94d44dbc-2e44-4393-915b-205598370f0b_2341,94d44dbc-2e44-4393-915b-205598370f0b,2654004,2341,eeiu,337,fade,0,2650,2650,18,16,12,15
94d44dbc-2e44-4393-915b-205598370f0b_727,94d44dbc-2e44-4393-915b-205598370f0b,2654004,727,bang,337,viper,0,200,200,17,14,5,10
94d44dbc-2e44-4393-915b-205598370f0b_2345,94d44dbc-2e44-4393-915b-205598370f0b,2654004,2345,Boostio,337,gekko,550,0,550,8,16,3,6
94d44dbc-2e44-4393-915b-205598370f0b_2361,94d44dbc-2e44-4393-915b-205598370f0b,2654004,2361,Cryo,337,brimstone,0,450,450,18,18,8,12
94d44dbc-2e44-4393-915b-205598370f0b_296,94d44dbc-2e44-4393-915b-205598370f0b,2654004,296,Asuna,337,raze,500,0,500,19,15,10,14
94d44dbc-2e44-4393-915b-205598370f0b_14940,94d44dbc-2e44-4393-915b-205598370f0b,2654004,14940,icy,96,raze,3400,300,3700,11,21,7,8
94d44dbc-2e44-4393-915b-205598370f0b_1192,94d44dbc-2e44-4393-915b-205598370f0b,2654004,1192,leaf,96,viper,2800,3900,6700,21,14,9,16
94d44dbc-2e44-4393-915b-205598370f0b_2349,94d44dbc-2e44-4393-915b-205598370f0b,2654004,2349,valyn,96,brimstone,4250,3100,7350,22,12,9,13
94d44dbc-2e44-4393-915b-205598370f0b_2353,94d44dbc-2e44-4393-915b-205598370f0b,2654004,2353,trent,96,gekko,2400,0,2400,16,14,7,15
94d44dbc-2e44-4393-915b-205598370f0b_2351,94d44dbc-2e44-4393-915b-205598370f0b,2654004,2351,JonahP,96,skye,3100,150,3250,9,19,4,6
6ba8e10f-779f-4982-8c09-dbd6d5982ea4_2341,6ba8e10f-779f-4982-8c09-dbd6d5982ea4,2654004,2341,eeiu,337,fade,3200,4400,7600,20,12,12,13
6ba8e10f-779f-4982-8c09-dbd6d5982ea4_727,6ba8e10f-779f-4982-8c09-dbd6d5982ea4,2654004,727,bang,337,viper,2650,700,3350,13,16,5,12
6ba8e10f-779f-4982-8c09-dbd6d5982ea4_2345,6ba8e10f-779f-4982-8c09-dbd6d5982ea4,2654004,2345,Boostio,337,gekko,1250,3750,5000,18,17,11,12
6ba8e10f-779f-4982-8c09-dbd6d5982ea4_2361,6ba8e10f-779f-4982-8c09-dbd6d5982ea4,2654004,2361,Cryo,337,astra,3450,4200,7650,12,15,2,11
6ba8e10f-779f-4982-8c09-dbd6d5982ea4_296,6ba8e10f-779f-4982-8c09-dbd6d5982ea4,2654004,296,Asuna,337,raze,2400,4400,6800,17,17,11,11
6ba8e10f-779f-4982-8c09-dbd6d5982ea4_14940,6ba8e10f-779f-4982-8c09-dbd6d5982ea4,2654004,14940,icy,96,raze,0,500,500,17,15,9,16
6ba8e10f-779f-4982-8c09-dbd6d5982ea4_1192,6ba8e10f-779f-4982-8c09-dbd6d5982ea4,2654004,1192,leaf,96,viper,150,600,750,19,16,12,14
6ba8e10f-779f-4982-8c09-dbd6d5982ea4_2349,6ba8e10f-779f-4982-8c09-dbd6d5982ea4,2654004,2349,valyn,96,omen,100,3650,3750,21,17,14,12
6ba8e10f-779f-4982-8c09-dbd6d5982ea4_2353,6ba8e10f-779f-4982-8c09-dbd6d5982ea4,2654004,2353,trent,96,fade,250,450,700,13,16,7,10
6ba8e10f-779f-4982-8c09-dbd6d5982ea4_2351,6ba8e10f-779f-4982-8c09-dbd6d5982ea4,2654004,2351,JonahP,96,breach,50,250,300,7,16,2,7
4c7f787a-596f-44f5-9e40-0f71661387d0_14,4c7f787a-596f-44f5-9e40-0f71661387d0,2654005,14,aspas,1611,raze,1700,0,1700,17,14,13,10
4c7f787a-596f-44f5-9e40-0f71661387d0_2343,4c7f787a-596f-44f5-9e40-0f71661387d0,2654005,2343,tex,1611,killjoy,2000,400,2400,12,15,3,12
4c7f787a-596f-44f5-9e40-0f71661387d0_207,4c7f787a-596f-44f5-9e40-0f71661387d0,2654005,207,kiNgg,1611,viper,3450,700,4150,7,16,3,7
4c7f787a-596f-44f5-9e40-0f71661387d0_2515,4c7f787a-596f-44f5-9e40-0f71661387d0,2654005,2515,C0M,1611,fade,0,0,0,12,13,7,10
4c7f787a-596f-44f5-9e40-0f71661387d0_74,4c7f787a-596f-44f5-9e40-0f71661387d0,2654005,74,Mazino,1611,omen,1950,100,2050,10,16,2,12
4c7f787a-596f-44f5-9e40-0f71661387d0_77,4c7f787a-596f-44f5-9e40-0f71661387d0,2654005,77,keznitdeuS,48457,raze,3900,0,3900,23,12,7,15
4c7f787a-596f-44f5-9e40-0f71661387d0_3078,4c7f787a-596f-44f5-9e40-0f71661387d0,2654005,3078,Shyy,48457,killjoy,1200,3900,5100,11,9,5,8
4c7f787a-596f-44f5-9e40-0f71661387d0_83,4c7f787a-596f-44f5-9e40-0f71661387d0,2654005,83,Klaus,48457,viper,3600,0,3600,13,17,4,12
4c7f787a-596f-44f5-9e40-0f71661387d0_208,4c7f787a-596f-44f5-9e40-0f71661387d0,2654005,208,Melser,48457,omen,3100,4250,7350,12,9,2,10
4c7f787a-596f-44f5-9e40-0f71661387d0_48,4c7f787a-596f-44f5-9e40-0f71661387d0,2654005,48,heat,48457,fade,1000,4350,5350,15,11,7,13
95c67cfb-b66a-490b-b46f-a50419a79897_14,95c67cfb-b66a-490b-b46f-a50419a79897,2654005,14,aspas,1611,jett,50,550,600,28,15,6,20
95c67cfb-b66a-490b-b46f-a50419a79897_2343,95c67cfb-b66a-490b-b46f-a50419a79897,2654005,2343,tex,1611,killjoy,1000,3300,4300,25,17,6,23
95c67cfb-b66a-490b-b46f-a50419a79897_207,95c67cfb-b66a-490b-b46f-a50419a79897,2654005,207,kiNgg,1611,viper,50,3750,3800,10,18,5,9
95c67cfb-b66a-490b-b46f-a50419a79897_2515,95c67cfb-b66a-490b-b46f-a50419a79897,2654005,2515,C0M,1611,sova,50,3200,3250,10,16,2,5
95c67cfb-b66a-490b-b46f-a50419a79897_74,95c67cfb-b66a-490b-b46f-a50419a79897,2654005,74,Mazino,1611,harbor,500,650,1150,15,19,3,14
95c67cfb-b66a-490b-b46f-a50419a79897_77,95c67cfb-b66a-490b-b46f-a50419a79897,2654005,77,keznitdeuS,48457,jett,2300,300,2600,23,19,8,19
95c67cfb-b66a-490b-b46f-a50419a79897_3078,95c67cfb-b66a-490b-b46f-a50419a79897,2654005,3078,Shyy,48457,killjoy,300,300,600,22,17,7,17
95c67cfb-b66a-490b-b46f-a50419a79897_83,95c67cfb-b66a-490b-b46f-a50419a79897,2654005,83,Klaus,48457,gekko,750,550,1300,17,17,6,17
95c67cfb-b66a-490b-b46f-a50419a79897_208,95c67cfb-b66a-490b-b46f-a50419a79897,2654005,208,Melser,48457,viper,2700,300,3000,15,14,4,11
95c67cfb-b66a-490b-b46f-a50419a79897_48,95c67cfb-b66a-490b-b46f-a50419a79897,2654005,48,heat,48457,kay/o,2700,1000,3700,8,21,4,6
908e0f76-6bdf-4359-af7b-0fb23fd0f98f_14,908e0f76-6bdf-4359-af7b-0fb23fd0f98f,2654005,14,aspas,1611,raze,7200,300,7500,16,11,9,10
908e0f76-6bdf-4359-af7b-0fb23fd0f98f_2343,908e0f76-6bdf-4359-af7b-0fb23fd0f98f,2654005,2343,tex,1611,gekko,2200,0,2200,17,14,7,17
908e0f76-6bdf-4359-af7b-0fb23fd0f98f_207,908e0f76-6bdf-4359-af7b-0fb23fd0f98f,2654005,207,kiNgg,1611,omen,3950,150,4100,15,15,6,12
908e0f76-6bdf-4359-af7b-0fb23fd0f98f_2515,908e0f76-6bdf-4359-af7b-0fb23fd0f98f,2654005,2515,C0M,1611,cypher,7500,2900,10400,15,11,5,14
908e0f76-6bdf-4359-af7b-0fb23fd0f98f_74,908e0f76-6bdf-4359-af7b-0fb23fd0f98f,2654005,74,Mazino,1611,breach,5050,700,5750,23,12,10,18
908e0f76-6bdf-4359-af7b-0fb23fd0f98f_77,908e0f76-6bdf-4359-af7b-0fb23fd0f98f,2654005,77,keznitdeuS,48457,raze,0,700,700,10,18,5,8
908e0f76-6bdf-4359-af7b-0fb23fd0f98f_3078,908e0f76-6bdf-4359-af7b-0fb23fd0f98f,2654005,3078,Shyy,48457,cypher,0,0,0,19,15,9,15
908e0f76-6bdf-4359-af7b-0fb23fd0f98f_83,908e0f76-6bdf-4359-af7b-0fb23fd0f98f,2654005,83,Klaus,48457,breach,200,300,500,8,17,1,7
908e0f76-6bdf-4359-af7b-0fb23fd0f98f_208,908e0f76-6bdf-4359-af7b-0fb23fd0f98f,2654005,208,Melser,48457,omen,250,1050,1300,7,19,5,7
908e0f76-6bdf-4359-af7b-0fb23fd0f98f_48,908e0f76-6bdf-4359-af7b-0fb23fd0f98f,2654005,48,heat,48457,gekko,300,3200,3500,19,17,4,16
6e090973-12d4-4499-9825-6dc4e641a52b_14,6e090973-12d4-4499-9825-6dc4e641a52b,2654012,14,aspas,1611,raze,100,1000,1100,22,18,9,17
6e090973-12d4-4499-9825-6dc4e641a52b_2343,6e090973-12d4-4499-9825-6dc4e641a52b,2654012,2343,tex,1611,gekko,250,4500,4750,17,16,7,16
6e090973-12d4-4499-9825-6dc4e641a52b_207,6e090973-12d4-4499-9825-6dc4e641a52b,2654012,207,kiNgg,1611,viper,200,700,900,17,18,6,20
6e090973-12d4-4499-9825-6dc4e641a52b_2515,6e090973-12d4-4499-9825-6dc4e641a52b,2654012,2515,C0M,1611,skye,100,4650,4750,22,15,7,22
6e090973-12d4-4499-9825-6dc4e641a52b_74,6e090973-12d4-4499-9825-6dc4e641a52b,2654012,74,Mazino,1611,brimstone,150,600,750,20,21,5,17
6e090973-12d4-4499-9825-6dc4e641a52b_14940,6e090973-12d4-4499-9825-6dc4e641a52b,2654012,14940,icy,96,raze,100,300,400,14,22,5,11
6e090973-12d4-4499-9825-6dc4e641a52b_1192,6e090973-12d4-4499-9825-6dc4e641a52b,2654012,1192,leaf,96,viper,500,200,700,22,20,9,17
6e090973-12d4-4499-9825-6dc4e641a52b_2349,6e090973-12d4-4499-9825-6dc4e641a52b,2654012,2349,valyn,96,brimstone,450,0,450,16,18,4,14
6e090973-12d4-4499-9825-6dc4e641a52b_2353,6e090973-12d4-4499-9825-6dc4e641a52b,2654012,2353,trent,96,gekko,550,250,800,18,19,10,11
6e090973-12d4-4499-9825-6dc4e641a52b_2351,6e090973-12d4-4499-9825-6dc4e641a52b,2654012,2351,JonahP,96,skye,400,3450,3850,18,19,9,17
a7cf11d8-d64b-41bc-9807-62e91dac343b_14,a7cf11d8-d64b-41bc-9807-62e91dac343b,2654012,14,aspas,1611,jett,100,1350,1450,16,13,6,9
a7cf11d8-d64b-41bc-9807-62e91dac343b_2343,a7cf11d8-d64b-41bc-9807-62e91dac343b,2654012,2343,tex,1611,cypher,4500,100,4600,12,14,4,11
a7cf11d8-d64b-41bc-9807-62e91dac343b_207,a7cf11d8-d64b-41bc-9807-62e91dac343b,2654012,207,kiNgg,1611,viper,4600,700,5300,14,14,6,11
a7cf11d8-d64b-41bc-9807-62e91dac343b_2515,a7cf11d8-d64b-41bc-9807-62e91dac343b,2654012,2515,C0M,1611,sova,4800,600,5400,10,14,4,9
a7cf11d8-d64b-41bc-9807-62e91dac343b_74,a7cf11d8-d64b-41bc-9807-62e91dac343b,2654012,74,Mazino,1611,kay/o,2950,800,3750,13,14,2,9
a7cf11d8-d64b-41bc-9807-62e91dac343b_14940,a7cf11d8-d64b-41bc-9807-62e91dac343b,2654012,14940,icy,96,yoru,50,750,800,12,14,10,8
a7cf11d8-d64b-41bc-9807-62e91dac343b_1192,a7cf11d8-d64b-41bc-9807-62e91dac343b,2654012,1192,leaf,96,cypher,0,3300,3300,13,12,5,7
a7cf11d8-d64b-41bc-9807-62e91dac343b_2349,a7cf11d8-d64b-41bc-9807-62e91dac343b,2654012,2349,valyn,96,astra,100,3300,3400,15,12,4,12
a7cf11d8-d64b-41bc-9807-62e91dac343b_2353,a7cf11d8-d64b-41bc-9807-62e91dac343b,2654012,2353,trent,96,sova,100,4000,4100,15,13,4,9
a7cf11d8-d64b-41bc-9807-62e91dac343b_2351,a7cf11d8-d64b-41bc-9807-62e91dac343b,2654012,2351,JonahP,96,viper,2700,400,3100,14,14,2,12
bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b_14,bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b,2654012,14,aspas,1611,jett,250,850,1100,28,19,5,24
bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b_2343,bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b,2654012,2343,tex,1611,killjoy,500,3100,3600,17,17,5,14
bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b_207,bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b,2654012,207,kiNgg,1611,viper,500,200,700,15,18,2,13
bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b_2515,bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b,2654012,2515,C0M,1611,sova,400,300,700,17,20,1,11
bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b_74,bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b,2654012,74,Mazino,1611,harbor,150,800,950,20,24,5,17
bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b_14940,bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b,2654012,14940,icy,96,gekko,250,300,550,12,21,5,12
bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b_1192,bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b,2654012,1192,leaf,96,killjoy,500,0,500,16,23,3,11
bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b_2349,bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b,2654012,2349,valyn,96,harbor,450,500,950,25,18,12,23
bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b_2353,bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b,2654012,2353,trent,96,sova,100,450,550,29,16,13,21
bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b_2351,bbbd79ad-0fd2-4f3f-ad97-1d9b50437a4b,2654012,2351,JonahP,96,viper,500,0,500,16,19,8,11
373f081d-edba-4aed-b378-bf4d7568902e_14,373f081d-edba-4aed-b378-bf4d7568902e,2654012,14,aspas,1611,raze,850,0,850,18,17,12,14
373f081d-edba-4aed-b378-bf4d7568902e_2343,373f081d-edba-4aed-b378-bf4d7568902e,2654012,2343,tex,1611,killjoy,350,0,350,10,19,6,11
373f081d-edba-4aed-b378-bf4d7568902e_207,373f081d-edba-4aed-b378-bf4d7568902e,2654012,207,kiNgg,1611,viper,300,0,300,16,15,6,11
373f081d-edba-4aed-b378-bf4d7568902e_2515,373f081d-edba-4aed-b378-bf4d7568902e,2654012,2515,C0M,1611,fade,300,0,300,11,17,4,10
373f081d-edba-4aed-b378-bf4d7568902e_74,373f081d-edba-4aed-b378-bf4d7568902e,2654012,74,Mazino,1611,omen,350,100,450,26,16,11,20
