id,game_id,series_id,player_id,player_name,team_id,agent,final_money,final_loadout_value,final_net_worth,total_kills,total_deaths,total_assists,total_headshots
03d68365-f62c-473c-95a1-4aa1dff0367c_32030,03d68365-f62c-473c-95a1-4aa1dff0367c,2775955,32030,Pryze,99,fade,150,600,750,18,15,3,20
03d68365-f62c-473c-95a1-4aa1dff0367c_2646,03d68365-f62c-473c-95a1-4aa1dff0367c,2775955,2646,raafa,99,breach,300,600,900,13,14,2,10
03d68365-f62c-473c-95a1-4aa1dff0367c_3314,03d68365-f62c-473c-95a1-4aa1dff0367c,2775955,3314,havoc,99,neon,600,700,1300,19,21,15,15
03d68365-f62c-473c-95a1-4aa1dff0367c_51,03d68365-f62c-473c-95a1-4aa1dff0367c,2775955,51,khalil,99,omen,150,3700,3850,16,18,9,13
102b780b-de11-4049-a334-8069daaa8aef_2347,102b780b-de11-4049-a334-8069daaa8aef,2775955,2347,JAWGEMO,96,waylay,450,300,750,20,11,13,15
102b780b-de11-4049-a334-8069daaa8aef_2353,102b780b-de11-4049-a334-8069daaa8aef,2775955,2353,trent,96,tejo,1550,5200,6750,3,12,2,2
102b780b-de11-4049-a334-8069daaa8aef_2349,102b780b-de11-4049-a334-8069daaa8aef,2775955,2349,valyn,96,omen,2300,5550,7850,16,10,9,11
102b780b-de11-4049-a334-8069daaa8aef_2351,102b780b-de11-4049-a334-8069daaa8aef,2775955,2351,JonahP,96,kay/o,2450,3300,5750,12,10,4,10
102b780b-de11-4049-a334-8069daaa8aef_1192,102b780b-de11-4049-a334-8069daaa8aef,2775955,1192,leaf,96,vyse,250,4900,5150,21,15,3,25
102b780b-de11-4049-a334-8069daaa8aef_48,102b780b-de11-4049-a334-8069daaa8aef,2775955,48,Heat,99,vyse,100,3600,3700,13,15,3,13
102b780b-de11-4049-a334-8069daaa8aef_32030,102b780b-de11-4049-a334-8069daaa8aef,2775955,32030,Pryze,99,sova,450,1450,1900,8,14,2,7
102b780b-de11-4049-a334-8069daaa8aef_2646,102b780b-de11-4049-a334-8069daaa8aef,2775955,2646,raafa,99,kay/o,1750,600,2350,9,15,0,7
102b780b-de11-4049-a334-8069daaa8aef_3314,102b780b-de11-4049-a334-8069daaa8aef,2775955,3314,havoc,99,yoru,850,1200,2050,17,16,5,19
102b780b-de11-4049-a334-8069daaa8aef_51,102b780b-de11-4049-a334-8069daaa8aef,2775955,51,khalil,99,omen,1000,1450,2450,11,12,2,12
eb7b4a14-e70c-47a6-8ab4-443ed2c65bae_2343,eb7b4a14-e70c-47a6-8ab4-443ed2c65bae,2775956,2343,tex,1611,viper,0,700,700,14,15,7,15
eb7b4a14-e70c-47a6-8ab4-443ed2c65bae_2515,eb7b4a14-e70c-47a6-8ab4-443ed2c65bae,2775956,2515,C0M,1611,tejo,0,2850,2850,12,16,3,13
eb7b4a14-e70c-47a6-8ab4-443ed2c65bae_2890,eb7b4a14-e70c-47a6-8ab4-443ed2c65bae,2775956,2890,Rossy,1611,breach,50,600,650,13,15,8,10
eb7b4a14-e70c-47a6-8ab4-443ed2c65bae_11334,eb7b4a14-e70c-47a6-8ab4-443ed2c65bae,2775956,11334,Demon1,1611,omen,300,950,1250,9,14,5,9
eb7b4a14-e70c-47a6-8ab4-443ed2c65bae_207,eb7b4a14-e70c-47a6-8ab4-443ed2c65bae,2775956,207,kiNgg,1611,yoru,50,1250,1300,13,15,4,9
eb7b4a14-e70c-47a6-8ab4-443ed2c65bae_14,eb7b4a14-e70c-47a6-8ab4-443ed2c65bae,2775956,14,aspas,81,jett,5950,1700,7650,8,10,1,4
eb7b4a14-e70c-47a6-8ab4-443ed2c65bae_10630,eb7b4a14-e70c-47a6-8ab4-443ed2c65bae,2775956,10630,Verno,81,tejo,1300,4600,5900,12,12,5,13
eb7b4a14-e70c-47a6-8ab4-443ed2c65bae_2837,eb7b4a14-e70c-47a6-8ab4-443ed2c65bae,2775956,2837,artzin,81,breach,2250,5700,7950,22,17,10,16
eb7b4a14-e70c-47a6-8ab4-443ed2c65bae_3320,eb7b4a14-e70c-47a6-8ab4-443ed2c65bae,2775956,3320,cortezia,81,cypher,900,1000,1900,16,10,7,13
eb7b4a14-e70c-47a6-8ab4-443ed2c65bae_629,eb7b4a14-e70c-47a6-8ab4-443ed2c65bae,2775956,629,xenom,81,astra,4350,5200,9550,17,12,6,8
3726169b-07ea-4aa3-83df-3b33c0fec447_2343,3726169b-07ea-4aa3-83df-3b33c0fec447,2775956,2343,tex,1611,killjoy,0,2650,2650,20,15,3,18
3726169b-07ea-4aa3-83df-3b33c0fec447_2515,3726169b-07ea-4aa3-83df-3b33c0fec447,2775956,2515,C0M,1611,sova,50,550,600,13,16,2,13
3726169b-07ea-4aa3-83df-3b33c0fec447_2890,3726169b-07ea-4aa3-83df-3b33c0fec447,2775956,2890,Rossy,1611,tejo,250,400,650,13,17,7,12
3726169b-07ea-4aa3-83df-3b33c0fec447_11334,3726169b-07ea-4aa3-83df-3b33c0fec447,2775956,11334,Demon1,1611,viper,200,300,500,12,14,3,12
3726169b-07ea-4aa3-83df-3b33c0fec447_207,3726169b-07ea-4aa3-83df-3b33c0fec447,2775956,207,kiNgg,1611,yoru,150,400,550,6,17,2,4
3726169b-07ea-4aa3-83df-3b33c0fec447_14,3726169b-07ea-4aa3-83df-3b33c0fec447,2775956,14,aspas,81,jett,2350,5100,7450,17,11,6,5
3726169b-07ea-4aa3-83df-3b33c0fec447_10630,3726169b-07ea-4aa3-83df-3b33c0fec447,2775956,10630,Verno,81,sova,4550,5200,9750,11,13,3,11
3726169b-07ea-4aa3-83df-3b33c0fec447_2837,3726169b-07ea-4aa3-83df-3b33c0fec447,2775956,2837,artzin,81,harbor,4150,1800,5950,19,16,7,16
3726169b-07ea-4aa3-83df-3b33c0fec447_3320,3726169b-07ea-4aa3-83df-3b33c0fec447,2775956,3320,cortezia,81,killjoy,6000,5200,11200,12,15,8,11
3726169b-07ea-4aa3-83df-3b33c0fec447_629,3726169b-07ea-4aa3-83df-3b33c0fec447,2775956,629,xenom,81,viper,5600,5200,10800,20,9,6,13
da064a14-63df-4d60-b0cd-2268fd677294_2513,da064a14-63df-4d60-b0cd-2268fd677294,2775959,2513,brawk,97,tejo,650,1300,1950,14,16,8,9
da064a14-63df-4d60-b0cd-2268fd677294_297,da064a14-63df-4d60-b0cd-2268fd677294,2775959,297,Ethan,97,breach,2700,1250,3950,11,14,7,5
da064a14-63df-4d60-b0cd-2268fd677294_74432,da064a14-63df-4d60-b0cd-2268fd677294,2775959,74432,FNS,97,vyse,800,150,950,15,18,7,14
da064a14-63df-4d60-b0cd-2268fd677294_2340,da064a14-63df-4d60-b0cd-2268fd677294,2775959,2340,s0m,97,omen,1600,1500,3100,25,13,7,24
da064a14-63df-4d60-b0cd-2268fd677294_2358,da064a14-63df-4d60-b0cd-2268fd677294,2775959,2358,mada,97,neon,1400,1450,2850,10,16,6,9
da064a14-63df-4d60-b0cd-2268fd677294_48,da064a14-63df-4d60-b0cd-2268fd677294,2775959,48,Heat,99,clove,6050,4600,10650,17,16,5,15
da064a14-63df-4d60-b0cd-2268fd677294_32030,da064a14-63df-4d60-b0cd-2268fd677294,2775959,32030,Pryze,99,fade,4650,4200,8850,15,13,8,11
da064a14-63df-4d60-b0cd-2268fd677294_2646,da064a14-63df-4d60-b0cd-2268fd677294,2775959,2646,raafa,99,breach,3700,2000,5700,11,15,4,10
da064a14-63df-4d60-b0cd-2268fd677294_3314,da064a14-63df-4d60-b0cd-2268fd677294,2775959,3314,havoc,99,neon,1150,5050,6200,22,17,11,28
da064a14-63df-4d60-b0cd-2268fd677294_51,da064a14-63df-4d60-b0cd-2268fd677294,2775959,51,khalil,99,omen,7200,1800,9000,12,14,2,13
43d9c878-46e0-45ba-aad2-1404129d1823_2513,43d9c878-46e0-45ba-aad2-1404129d1823,2775959,2513,brawk,97,sova,2050,1800,3850,14,4,10,8
43d9c878-46e0-45ba-aad2-1404129d1823_297,43d9c878-46e0-45ba-aad2-1404129d1823,2775959,297,Ethan,97,yoru,3050,3050,6100,15,7,3,15
43d9c878-46e0-45ba-aad2-1404129d1823_74432,43d9c878-46e0-45ba-aad2-1404129d1823,2775959,74432,FNS,97,killjoy,3050,0,3050,4,7,2,4
43d9c878-46e0-45ba-aad2-1404129d1823_2340,43d9c878-46e0-45ba-aad2-1404129d1823,2775959,2340,s0m,97,astra,2300,4750,7050,12,5,4,7
43d9c878-46e0-45ba-aad2-1404129d1823_2358,43d9c878-46e0-45ba-aad2-1404129d1823,2775959,2358,mada,97,jett,2950,950,3900,16,8,14,11
43d9c878-46e0-45ba-aad2-1404129d1823_48,43d9c878-46e0-45ba-aad2-1404129d1823,2775959,48,Heat,99,cypher,50,3050,3100,5,13,2,6
43d9c878-46e0-45ba-aad2-1404129d1823_32030,43d9c878-46e0-45ba-aad2-1404129d1823,2775959,32030,Pryze,99,sova,250,0,250,8,9,3,7
43d9c878-46e0-45ba-aad2-1404129d1823_2646,43d9c878-46e0-45ba-aad2-1404129d1823,2775959,2646,raafa,99,kay/o,0,650,650,7,13,1,6
43d9c878-46e0-45ba-aad2-1404129d1823_3314,43d9c878-46e0-45ba-aad2-1404129d1823,2775959,3314,havoc,99,neon,300,1150,1450,5,14,0,6
43d9c878-46e0-45ba-aad2-1404129d1823_51,43d9c878-46e0-45ba-aad2-1404129d1823,2775959,51,khalil,99,astra,450,1200,1650,6,12,1,4
393de77c-90eb-438e-9486-639ff2bf41aa_2513,393de77c-90eb-438e-9486-639ff2bf41aa,2775959,2513,brawk,97,tejo,2900,1300,4200,7,6,3,5
393de77c-90eb-438e-9486-639ff2bf41aa_297,393de77c-90eb-438e-9486-639ff2bf41aa,2775959,297,Ethan,97,breach,2000,4900,6900,9,5,2,8
393de77c-90eb-438e-9486-639ff2bf41aa_74432,393de77c-90eb-438e-9486-639ff2bf41aa,2775959,74432,FNS,97,cypher,1550,1000,2550,13,9,3,8
393de77c-90eb-438e-9486-639ff2bf41aa_2340,393de77c-90eb-438e-9486-639ff2bf41aa,2775959,2340,s0m,97,brimstone,4400,1400,5800,12,6,3,11
393de77c-90eb-438e-9486-639ff2bf41aa_2358,393de77c-90eb-438e-9486-639ff2bf41aa,2775959,2358,mada,97,raze,2250,3900,6150,26,9,21,17
393de77c-90eb-438e-9486-639ff2bf41aa_48,393de77c-90eb-438e-9486-639ff2bf41aa,2775959,48,Heat,99,cypher,350,400,750,8,12,3,8
393de77c-90eb-438e-9486-639ff2bf41aa_32030,393de77c-90eb-438e-9486-639ff2bf41aa,2775959,32030,Pryze,99,tejo,500,700,1200,7,13,3,10
393de77c-90eb-438e-9486-639ff2bf41aa_2646,393de77c-90eb-438e-9486-639ff2bf41aa,2775959,2646,raafa,99,breach,350,400,750,4,12,3,3
393de77c-90eb-438e-9486-639ff2bf41aa_3314,393de77c-90eb-438e-9486-639ff2bf41aa,2775959,3314,havoc,99,raze,300,700,1000,4,16,2,3
393de77c-90eb-438e-9486-639ff2bf41aa_51,393de77c-90eb-438e-9486-639ff2bf41aa,2775959,51,khalil,99,brimstone,300,650,950,12,14,3,8
51156eaa-c25e-4901-95d2-1f5f7e3f0fbc_2347,51156eaa-c25e-4901-95d2-1f5f7e3f0fbc,2775962,2347,JAWGEMO,96,yoru,350,1300,1650,19,21,19,12
51156eaa-c25e-4901-95d2-1f5f7e3f0fbc_2353,51156eaa-c25e-4901-95d2-1f5f7e3f0fbc,2775962,2353,trent,96,tejo,500,1300,1800,24,15,13,13
51156eaa-c25e-4901-95d2-1f5f7e3f0fbc_2349,51156eaa-c25e-4901-95d2-1f5f7e3f0fbc,2775962,2349,valyn,96,astra,500,1300,1800,15,19,6,12
51156eaa-c25e-4901-95d2-1f5f7e3f0fbc_2351,51156eaa-c25e-4901-95d2-1f5f7e3f0fbc,2775962,2351,JonahP,96,fade,700,1450,2150,10,18,2,10
51156eaa-c25e-4901-95d2-1f5f7e3f0fbc_1192,51156eaa-c25e-4901-95d2-1f5f7e3f0fbc,2775962,1192,leaf,96,vyse,900,1000,1900,19,18,12,17
51156eaa-c25e-4901-95d2-1f5f7e3f0fbc_14,51156eaa-c25e-4901-95d2-1f5f7e3f0fbc,2775962,14,aspas,81,waylay,0,5000,5000,23,17,5,17
51156eaa-c25e-4901-95d2-1f5f7e3f0fbc_10630,51156eaa-c25e-4901-95d2-1f5f7e3f0fbc,2775962,10630,Verno,81,tejo,200,1600,1800,19,16,5,12
51156eaa-c25e-4901-95d2-1f5f7e3f0fbc_2837,51156eaa-c25e-4901-95d2-1f5f7e3f0fbc,2775962,2837,artzin,81,kay/o,100,1800,1900,16,21,7,12
51156eaa-c25e-4901-95d2-1f5f7e3f0fbc_3320,51156eaa-c25e-4901-95d2-1f5f7e3f0fbc,2775962,3320,cortezia,81,vyse,0,5200,5200,18,17,5,17
51156eaa-c25e-4901-95d2-1f5f7e3f0fbc_629,51156eaa-c25e-4901-95d2-1f5f7e3f0fbc,2775962,629,xenom,81,astra,200,1450,1650,15,16,2,12
cb5e350e-e18a-426b-bfbe-90603d72f1c9_2347,cb5e350e-e18a-426b-bfbe-90603d72f1c9,2775962,2347,JAWGEMO,96,yoru,500,3600,4100,20,17,10,15
cb5e350e-e18a-426b-bfbe-90603d72f1c9_2353,cb5e350e-e18a-426b-bfbe-90603d72f1c9,2775962,2353,trent,96,tejo,350,3300,3650,8,18,6,4
cb5e350e-e18a-426b-bfbe-90603d72f1c9_2349,cb5e350e-e18a-426b-bfbe-90603d72f1c9,2775962,2349,valyn,96,astra,400,4900,5300,23,16,15,18
cb5e350e-e18a-426b-bfbe-90603d72f1c9_2351,cb5e350e-e18a-426b-bfbe-90603d72f1c9,2775962,2351,JonahP,96,breach,400,3300,3700,11,15,6,9
cb5e350e-e18a-426b-bfbe-90603d72f1c9_1192,cb5e350e-e18a-426b-bfbe-90603d72f1c9,2775962,1192,leaf,96,vyse,350,1000,1350,14,18,3,12
cb5e350e-e18a-426b-bfbe-90603d72f1c9_14,cb5e350e-e18a-426b-bfbe-90603d72f1c9,2775962,14,aspas,81,jett,2300,1500,3800,18,14,11,13
cb5e350e-e18a-426b-bfbe-90603d72f1c9_10630,cb5e350e-e18a-426b-bfbe-90603d72f1c9,2775962,10630,Verno,81,tejo,3550,1300,4850,15,14,8,10
cb5e350e-e18a-426b-bfbe-90603d72f1c9_2837,cb5e350e-e18a-426b-bfbe-90603d72f1c9,2775962,2837,artzin,81,breach,700,2300,3000,14,18,3,13
cb5e350e-e18a-426b-bfbe-90603d72f1c9_3320,cb5e350e-e18a-426b-bfbe-90603d72f1c9,2775962,3320,cortezia,81,cypher,6400,1300,7700,20,16,13,19
cb5e350e-e18a-426b-bfbe-90603d72f1c9_629,cb5e350e-e18a-426b-bfbe-90603d72f1c9,2775962,629,xenom,81,omen,1550,5700,7250,17,14,9,13
c107f7a8-39a2-478d-92d7-afc4e89a7f1c_2347,c107f7a8-39a2-478d-92d7-afc4e89a7f1c,2775962,2347,JAWGEMO,96,waylay,100,1000,1100,25,13,20,15
c107f7a8-39a2-478d-92d7-afc4e89a7f1c_2353,c107f7a8-39a2-478d-92d7-afc4e89a7f1c,2775962,2353,trent,96,tejo,100,5200,5300,14,16,6,19
c107f7a8-39a2-478d-92d7-afc4e89a7f1c_2349,c107f7a8-39a2-478d-92d7-afc4e89a7f1c,2775962,2349,valyn,96,omen,650,1250,1900,6,15,1,5
c107f7a8-39a2-478d-92d7-afc4e89a7f1c_2351,c107f7a8-39a2-478d-92d7-afc4e89a7f1c,2775962,2351,JonahP,96,kay/o,100,1000,1100,14,14,9,9
c107f7a8-39a2-478d-92d7-afc4e89a7f1c_1192,c107f7a8-39a2-478d-92d7-afc4e89a7f1c,2775962,1192,leaf,96,vyse,1350,1800,3150,25,13,8,21
c107f7a8-39a2-478d-92d7-afc4e89a7f1c_14,c107f7a8-39a2-478d-92d7-afc4e89a7f1c,2775962,14,aspas,81,jett,550,1850,2400,16,18,6,11
c107f7a8-39a2-478d-92d7-afc4e89a7f1c_10630,c107f7a8-39a2-478d-92d7-afc4e89a7f1c,2775962,10630,Verno,81,sova,2150,4450,6600,20,14,9,20
c107f7a8-39a2-478d-92d7-afc4e89a7f1c_2837,c107f7a8-39a2-478d-92d7-afc4e89a7f1c,2775962,2837,artzin,81,kay/o,150,850,1000,8,18,2,7
c107f7a8-39a2-478d-92d7-afc4e89a7f1c_3320,c107f7a8-39a2-478d-92d7-afc4e89a7f1c,2775962,3320,cortezia,81,cypher,400,1500,1900,16,18,10,16
c107f7a8-39a2-478d-92d7-afc4e89a7f1c_629,c107f7a8-39a2-478d-92d7-afc4e89a7f1c,2775962,629,xenom,81,omen,1800,1500,3300,11,16,4,7
5f27f062-7d66-4598-8ebd-2fe9fef9f7c2_10612,5f27f062-7d66-4598-8ebd-2fe9fef9f7c2,2775964,10612,v1c,79,omen,1250,300,1550,18,15,5,13
5f27f062-7d66-4598-8ebd-2fe9fef9f7c2_10636,5f27f062-7d66-4598-8ebd-2fe9fef9f7c2,2775964,10636,OXY,79,yoru,1900,800,2700,18,14,9,16
5f27f062-7d66-4598-8ebd-2fe9fef9f7c2_1195,5f27f062-7d66-4598-8ebd-2fe9fef9f7c2,2775964,1195,mitch,79,breach,1450,4750,6200,10,17,2,8
5f27f062-7d66-4598-8ebd-2fe9fef9f7c2_1193,5f27f062-7d66-4598-8ebd-2fe9fef9f7c2,2775964,1193,Xeppaa,79,tejo,1100,700,1800,19,12,7,13
5f27f062-7d66-4598-8ebd-2fe9fef9f7c2_2348,5f27f062-7d66-4598-8ebd-2fe9fef9f7c2,2775964,2348,neT,79,viper,1800,400,2200,14,12,4,13
5f27f062-7d66-4598-8ebd-2fe9fef9f7c2_2343,5f27f062-7d66-4598-8ebd-2fe9fef9f7c2,2775964,2343,tex,1611,viper,4100,1500,5600,9,16,3,9
5f27f062-7d66-4598-8ebd-2fe9fef9f7c2_2515,5f27f062-7d66-4598-8ebd-2fe9fef9f7c2,2775964,2515,C0M,1611,tejo,2300,1300,3600,12,16,6,9
5f27f062-7d66-4598-8ebd-2fe9fef9f7c2_2890,5f27f062-7d66-4598-8ebd-2fe9fef9f7c2,2775964,2890,Rossy,1611,breach,5200,1550,6750,19,17,11,18
5f27f062-7d66-4598-8ebd-2fe9fef9f7c2_11334,5f27f062-7d66-4598-8ebd-2fe9fef9f7c2,2775964,11334,Demon1,1611,omen,5500,1500,7000,14,14,1,17
5f27f062-7d66-4598-8ebd-2fe9fef9f7c2_207,5f27f062-7d66-4598-8ebd-2fe9fef9f7c2,2775964,207,kiNgg,1611,yoru,900,1550,2450,16,16,5,15
fa35f815-092e-4631-bb06-dff91f2217a0_10612,fa35f815-092e-4631-bb06-dff91f2217a0,2775964,10612,v1c,79,omen,300,3700,4000,20,4,4,19
fa35f815-092e-4631-bb06-dff91f2217a0_10636,fa35f815-092e-4631-bb06-dff91f2217a0,2775964,10636,OXY,79,yoru,350,1700,2050,17,8,9,11
fa35f815-092e-4631-bb06-dff91f2217a0_1195,fa35f815-092e-4631-bb06-dff91f2217a0,2775964,1195,mitch,79,sova,300,1300,1600,11,9,8,5
fa35f815-092e-4631-bb06-dff91f2217a0_1193,fa35f815-092e-4631-bb06-dff91f2217a0,2775964,1193,Xeppaa,79,vyse,700,3300,4000,14,5,9,9
fa35f815-092e-4631-bb06-dff91f2217a0_2348,fa35f815-092e-4631-bb06-dff91f2217a0,2775964,2348,neT,79,deadlock,500,1800,2300,11,9,7,12
fa35f815-092e-4631-bb06-dff91f2217a0_2343,fa35f815-092e-4631-bb06-dff91f2217a0,2775964,2343,tex,1611,cypher,200,1400,1600,8,14,3,9
fa35f815-092e-4631-bb06-dff91f2217a0_2515,fa35f815-092e-4631-bb06-dff91f2217a0,2775964,2515,C0M,1611,sova,0,1450,1450,5,15,2,4
fa35f815-092e-4631-bb06-dff91f2217a0_2890,fa35f815-092e-4631-bb06-dff91f2217a0,2775964,2890,Rossy,1611,deadlock,600,1300,1900,4,14,1,5
fa35f815-092e-4631-bb06-dff91f2217a0_11334,fa35f815-092e-4631-bb06-dff91f2217a0,2775964,11334,Demon1,1611,omen,1200,4450,5650,10,16,2,12
fa35f815-092e-4631-bb06-dff91f2217a0_207,fa35f815-092e-4631-bb06-dff91f2217a0,2775964,207,kiNgg,1611,yoru,1250,1900,3150,8,14,3,6
e8a576ee-9560-44d3-ac33-4fd0b3df07ad_1192,e8a576ee-9560-44d3-ac33-4fd0b3df07ad,2775968,1192,leaf,96,viper,350,1500,1850,16,8,6,9
e8a576ee-9560-44d3-ac33-4fd0b3df07ad_2351,e8a576ee-9560-44d3-ac33-4fd0b3df07ad,2775968,2351,JonahP,96,breach,300,500,800,7,5,3,4
e8a576ee-9560-44d3-ac33-4fd0b3df07ad_2349,e8a576ee-9560-44d3-ac33-4fd0b3df07ad,2775968,2349,valyn,96,omen,350,1250,1600,7,6,2,6
e8a576ee-9560-44d3-ac33-4fd0b3df07ad_2353,e8a576ee-9560-44d3-ac33-4fd0b3df07ad,2775968,2353,trent,96,tejo,1200,1500,2700,10,7,3,13
e8a576ee-9560-44d3-ac33-4fd0b3df07ad_2347,e8a576ee-9560-44d3-ac33-4fd0b3df07ad,2775968,2347,JAWGEMO,96,yoru,400,4550,4950,27,7,15,17
e8a576ee-9560-44d3-ac33-4fd0b3df07ad_2513,e8a576ee-9560-44d3-ac33-4fd0b3df07ad,2775968,2513,brawk,97,tejo,100,400,500,8,13,1,9
e8a576ee-9560-44d3-ac33-4fd0b3df07ad_297,e8a576ee-9560-44d3-ac33-4fd0b3df07ad,2775968,297,Ethan,97,breach,0,650,650,7,13,6,4
e8a576ee-9560-44d3-ac33-4fd0b3df07ad_74432,e8a576ee-9560-44d3-ac33-4fd0b3df07ad,2775968,74432,FNS,97,vyse,100,400,500,5,14,1,6
e8a576ee-9560-44d3-ac33-4fd0b3df07ad_2340,e8a576ee-9560-44d3-ac33-4fd0b3df07ad,2775968,2340,s0m,97,omen,50,2550,2600,7,13,5,6
e8a576ee-9560-44d3-ac33-4fd0b3df07ad_2358,e8a576ee-9560-44d3-ac33-4fd0b3df07ad,2775968,2358,mada,97,raze,100,1200,1300,6,14,5,8
12e68607-5767-415f-b349-abba0688132f_1192,12e68607-5767-415f-b349-abba0688132f,2775968,1192,leaf,96,vyse,200,2650,2850,15,11,6,10
12e68607-5767-415f-b349-abba0688132f_2351,12e68607-5767-415f-b349-abba0688132f,2775968,2351,JonahP,96,kay/o,50,3900,3950,12,12,5,8
12e68607-5767-415f-b349-abba0688132f_2349,12e68607-5767-415f-b349-abba0688132f,2775968,2349,valyn,96,omen,0,1250,1250,12,16,3,8
12e68607-5767-415f-b349-abba0688132f_2353,12e68607-5767-415f-b349-abba0688132f,2775968,2353,trent,96,tejo,0,1000,1000,13,11,11,6
12e68607-5767-415f-b349-abba0688132f_2347,12e68607-5767-415f-b349-abba0688132f,2775968,2347,JAWGEMO,96,waylay,200,5100,5300,19,13,5,12
12e68607-5767-415f-b349-abba0688132f_2513,12e68607-5767-415f-b349-abba0688132f,2775968,2513,brawk,97,sova,4000,4900,8900,12,12,5,11
12e68607-5767-415f-b349-abba0688132f_297,12e68607-5767-415f-b349-abba0688132f,2775968,297,Ethan,97,kay/o,7200,2050,9250,13,14,8,11
12e68607-5767-415f-b349-abba0688132f_74432,12e68607-5767-415f-b349-abba0688132f,2775968,74432,FNS,97,cypher,4900,1300,6200,10,14,3,15
12e68607-5767-415f-b349-abba0688132f_2340,12e68607-5767-415f-b349-abba0688132f,2775968,2340,s0m,97,omen,3700,1450,5150,13,15,9,12
12e68607-5767-415f-b349-abba0688132f_2358,12e68607-5767-415f-b349-abba0688132f,2775968,2358,mada,97,jett,3050,1300,4350,15,16,5,9
1f2900ac-deff-4f20-a343-9ca46a1a8f2e_48,1f2900ac-deff-4f20-a343-9ca46a1a8f2e,2775969,48,Heat,99,vyse,100,1000,1100,9,14,5,9
1f2900ac-deff-4f20-a343-9ca46a1a8f2e_32030,1f2900ac-deff-4f20-a343-9ca46a1a8f2e,2775969,32030,Pryze,99,sova,400,1100,1500,14,13,3,11
1f2900ac-deff-4f20-a343-9ca46a1a8f2e_2646,1f2900ac-deff-4f20-a343-9ca46a1a8f2e,2775969,2646,raafa,99,tejo,200,400,600,7,15,2,5
1f2900ac-deff-4f20-a343-9ca46a1a8f2e_3314,1f2900ac-deff-4f20-a343-9ca46a1a8f2e,2775969,3314,havoc,99,yoru,0,450,450,7,14,2,7
1f2900ac-deff-4f20-a343-9ca46a1a8f2e_51,1f2900ac-deff-4f20-a343-9ca46a1a8f2e,2775969,51,khalil,99,omen,50,1800,1850,14,14,7,9
1f2900ac-deff-4f20-a343-9ca46a1a8f2e_207,1f2900ac-deff-4f20-a343-9ca46a1a8f2e,2775969,207,kiNgg,1611,waylay,4500,1300,5800,13,10,7,7
1f2900ac-deff-4f20-a343-9ca46a1a8f2e_2515,1f2900ac-deff-4f20-a343-9ca46a1a8f2e,2775969,2515,C0M,1611,tejo,1500,3900,5400,21,7,7,17
1f2900ac-deff-4f20-a343-9ca46a1a8f2e_2890,1f2900ac-deff-4f20-a343-9ca46a1a8f2e,2775969,2890,Rossy,1611,kay/o,1850,1550,3400,8,11,5,4
1f2900ac-deff-4f20-a343-9ca46a1a8f2e_11334,1f2900ac-deff-4f20-a343-9ca46a1a8f2e,2775969,11334,Demon1,1611,omen,3550,1650,5200,16,12,4,14
1f2900ac-deff-4f20-a343-9ca46a1a8f2e_2343,1f2900ac-deff-4f20-a343-9ca46a1a8f2e,2775969,2343,tex,1611,vyse,3300,1950,5250,12,11,6,13
5ce71594-de35-414f-ba2a-297f05473c58_48,5ce71594-de35-414f-ba2a-297f05473c58,2775969,48,Heat,99,vyse,150,4150,4300,16,15,5,14
5ce71594-de35-414f-ba2a-297f05473c58_32030,5ce71594-de35-414f-ba2a-297f05473c58,2775969,32030,Pryze,99,fade,250,1750,2000,6,16,0,5
5ce71594-de35-414f-ba2a-297f05473c58_2646,5ce71594-de35-414f-ba2a-297f05473c58,2775969,2646,raafa,99,tejo,50,1300,1350,9,15,3,5
5ce71594-de35-414f-ba2a-297f05473c58_3314,5ce71594-de35-414f-ba2a-297f05473c58,2775969,3314,havoc,99,yoru,150,1350,1500,10,16,3,7
5ce71594-de35-414f-ba2a-297f05473c58_51,5ce71594-de35-414f-ba2a-297f05473c58,2775969,51,khalil,99,astra,0,550,550,10,15,2,11
5ce71594-de35-414f-ba2a-297f05473c58_207,5ce71594-de35-414f-ba2a-297f05473c58,2775969,207,kiNgg,1611,yoru,4400,5200,9600,18,9,3,12
5ce71594-de35-414f-ba2a-297f05473c58_2515,5ce71594-de35-414f-ba2a-297f05473c58,2775969,2515,C0M,1611,fade,4000,5200,9200,9,11,3,7
5ce71594-de35-414f-ba2a-297f05473c58_2890,5ce71594-de35-414f-ba2a-297f05473c58,2775969,2890,Rossy,1611,tejo,4500,1600,6100,14,11,7,12
5ce71594-de35-414f-ba2a-297f05473c58_11334,5ce71594-de35-414f-ba2a-297f05473c58,2775969,11334,Demon1,1611,astra,1650,1450,3100,17,10,5,15
5ce71594-de35-414f-ba2a-297f05473c58_2343,5ce71594-de35-414f-ba2a-297f05473c58,2775969,2343,tex,1611,vyse,2000,4450,6450,19,10,8,13
6230096f-b761-461a-9b4f-805406981e6c_10612,6230096f-b761-461a-9b4f-805406981e6c,2775970,10612,v1c,79,astra,1600,4350,5950,20,11,8,22
6230096f-b761-461a-9b4f-805406981e6c_10636,6230096f-b761-461a-9b4f-805406981e6c,2775970,10636,OXY,79,jett,750,4200,4950,18,18,1,13
6230096f-b761-461a-9b4f-805406981e6c_1195,6230096f-b761-461a-9b4f-805406981e6c,2775970,1195,mitch,79,sova,1850,5500,7350,8,15,3,6
