team_id,map_name,is_pistol_round,weapon_name,total_kills,games_with_weapon
99,lotus,false,classic,3,2
99,icebox,true,ghost,25,7
48457,icebox,false,classic,8,5
81,icebox,true,ghost,38,10
97,split,false,vandal,75,2
281,sunset,false,stinger,7,5
79,bind,false,outlaw,6,2
3412,lotus,false,spectre,1,1
3412,lotus,false,classic,13,4
281,breeze,false,vandal,27,1
337,split,false,operator,1,1
79,pearl,false,shorty,8,3
337,fracture,false,phantom,44,2
337,fracture,false,sheriff,4,2
97,haven,false,vandal,154,5
281,fracture,false,bulldog,1,1
79,fracture,false,bulldog,5,2
281,icebox,false,shorty,3,2
81,icebox,false,ghost,6,4
48457,icebox,true,classic,4,3
48457,lotus,false,ghost,3,1
96,split,false,outlaw,1,1
97,lotus,false,stinger,21,6
97,pearl,true,classic,2,2
99,ascent,false,spectre,1,1
99,pearl,true,ghost,7,3
81,pearl,false,judge,2,2
1611,split,false,outlaw,2,1
1611,pearl,false,guardian,3,1
1611,fracture,true,frenzy,2,2
96,fracture,false,operator,1,1
48457,sunset,false,bulldog,8,3
48457,sunset,true,sheriff,6,4
1611,bind,false,operator,15,4
1611,sunset,true,frenzy,8,2
99,haven,false,ghost,6,2
337,haven,true,phantom,5,1
281,bind,false,ghost,1,1
1611,bind,false,judge,1,1
281,sunset,false,frenzy,1,1
3412,haven,false,bucky,1,1
79,sunset,false,frenzy,1,1
96,corrode,false,classic,8,2
97,bind,true,sheriff,4,1
53367,sunset,false,classic,4,1
53367,ascent,false,vandal,18,2
281,ascent,false,guardian,2,1
81,corrode,false,odin,3,1
48457,ascent,false,shorty,5,3
48457,bind,false,ghost,3,1
3412,corrode,false,guardian,4,1
97,breeze,true,classic,4,3
97,breeze,false,vandal,184,4
97,ascent,false,vandal,97,4
99,ascent,false,odin,11,2
99,ascent,true,classic,12,4
79,bind,false,guardian,8,4
79,split,false,stinger,16,4
79,lotus,false,vandal,324,12
79,lotus,true,sheriff,6,3
79,ascent,true,sheriff,5,4
79,ascent,true,phantom,8,2
81,ascent,false,operator,19,5
1079,split,false,vandal,218,10
1079,ascent,true,ghost,18,6
1079,ascent,false,shorty,4,2
1611,bind,true,ghost,28,9
1611,split,false,guardian,7,3
337,lotus,false,phantom,60,6
337,lotus,false,sheriff,17,6
96,sunset,true,classic,16,4
96,split,false,guardian,12,6
281,split,false,vandal,83,4
281,pearl,true,frenzy,1,1
3412,pearl,false,operator,4,1
81,bind,false,operator,7,3
53367,haven,true,classic,7,1
53367,lotus,false,vandal,53,2
97,fracture,false,vandal,137,5
97,lotus,true,ghost,28,7
3412,haven,false,sheriff,31,4
48457,haven,false,operator,7,3
48457,split,false,classic,11,5
48457,split,false,spectre,1,1
1079,pearl,false,vandal,122,8
48457,bind,true,classic,4,2
48457,abyss,false,outlaw,1,1
81,abyss,false,classic,1,1
48457,abyss,false,sheriff,14,3
48457,abyss,false,phantom,6,2
81,split,false,stinger,26,8
1079,haven,false,bulldog,10,4
96,lotus,false,guardian,28,9
96,icebox,false,vandal,270,9
337,sunset,true,ghost,26,6
1611,sunset,false,melee,2,2
337,ascent,false,stinger,10,4
96,bind,false,phantom,136,9
96,bind,false,sheriff,20,6
96,bind,false,outlaw,2,1
1611,ascent,false,guardian,22,6
337,breeze,true,ghost,6,1
337,sunset,false,ghost,4,3
1611,sunset,false,bulldog,16,6
1611,ascent,false,bucky,2,1
1611,ascent,true,vandal,5,1
96,lotus,false,bucky,4,4
1079,icebox,false,operator,6,2
48457,breeze,false,operator,9,2
81,sunset,false,spectre,1,1
281,lotus,true,ghost,26,8
97,bind,false,bulldog,3,1
99,icebox,false,stinger,3,2
281,bind,true,ghost,4,2
337,fracture,false,guardian,7,2
337,fracture,true,ghost,6,2
96,split,false,bucky,8,2
281,lotus,false,operator,7,2
81,haven,false,stinger,3,2
3412,fracture,false,bulldog,6,1
48457,fracture,false,classic,4,2
53367,pearl,true,ghost,4,1
48457,fracture,false,spectre,1,1
3412,pearl,true,sheriff,2,1
3412,pearl,true,phantom,1,1
281,haven,true,ghost,4,1
97,fracture,true,sheriff,3,1
1611,split,false,bucky,1,1
1611,pearl,false,outlaw,2,1
1611,pearl,false,phantom,13,1
1611,pearl,false,sheriff,1,1
79,haven,false,vandal,88,5
1611,fracture,false,operator,7,2
96,haven,false,shorty,11,3
79,lotus,true,phantom,7,1
97,icebox,false,stinger,8,3
337,abyss,false,vandal,44,1
1611,haven,false,judge,2,2
1611,abyss,false,ghost,5,1
1611,haven,false,operator,13,3
96,haven,true,vandal,9,1
81,ascent,false,judge,2,2
99,bind,false,vandal,59,3
3412,ascent,false,ares,1,1
81,sunset,false,classic,16,4
3412,haven,false,outlaw,1,1
3412,haven,false,phantom,32,3
99,sunset,false,vandal,48,2
97,sunset,true,vandal,2,1
96,bind,true,stinger,4,1
79,corrode,false,classic,5,2
1611,corrode,false,vandal,13,1
79,icebox,false,ghost,1,1
96,corrode,true,ghost,3,2
96,bind,true,frenzy,1,1
281,ascent,false,sheriff,8,1
281,ascent,false,phantom,34,1
281,ascent,false,outlaw,1,1
1079,corrode,false,vandal,7,1
96,corrode,false,odin,5,1
48457,corrode,false,vandal,28,2
3412,corrode,false,phantom,14,1
97,corrode,false,shorty,1,1
3412,corrode,false,sheriff,1,1
81,bind,false,judge,1,1
81,lotus,true,frenzy,2,1
337,lotus,false,outlaw,2,1
97,breeze,true,ghost,19,4
99,ascent,true,ghost,7,3
79,ascent,false,phantom,118,8
79,ascent,false,sheriff,10,4
79,bind,false,operator,7,3
81,bind,false,guardian,18,5
81,ascent,false,guardian,14,7
3412,split,false,stinger,2,2
1079,ascent,true,classic,15,5
3412,ascent,false,odin,6,2
337,bind,false,sheriff,50,12
1611,bind,false,phantom,236,9
337,bind,false,phantom,323,15
1611,split,false,judge,2,2
337,split,false,phantom,251,9
1611,icebox,false,vandal,628,17
1079,lotus,false,stinger,27,9
1079,bind,false,stinger,11,4
337,split,false,sheriff,24,8
96,sunset,true,ghost,8,2
96,sunset,false,bulldog,7,4
96,split,false,judge,7,4
53367,haven,true,ghost,14,3
99,lotus,true,sheriff,6,4
79,fracture,false,vandal,48,3
97,lotus,true,classic,7,3
48457,haven,false,guardian,34,8
1611,haven,false,guardian,25,8
99,split,false,shorty,1,1
1611,split,false,operator,3,2
96,lotus,false,judge,4,3
96,abyss,false,bulldog,10,4
79,abyss,false,bulldog,5,2
48457,bind,true,ghost,15,4
81,bind,false,bucky,2,1
81,abyss,false,ghost,2,1
81,pearl,false,phantom,26,3
81,pearl,true,vandal,30,2
96,pearl,false,shorty,6,4
1079,fracture,false,phantom,13,1
96,fracture,false,phantom,35,2
1079,fracture,false,sheriff,1,1
96,ascent,false,vandal,414,14
1611,bind,true,classic,15,8
1611,bind,false,sheriff,18,7
337,sunset,false,classic,12,6
96,split,false,operator,14,5
1611,lotus,false,bulldog,33,9
48457,lotus,true,sheriff,9,6
48457,sunset,false,vandal,198,6
1611,breeze,false,classic,6,2
1611,ascent,false,operator,27,7
79,icebox,false,classic,11,3
3412,breeze,false,operator,5,1
281,lotus,true,classic,43,10
281,lotus,false,guardian,38,9
281,icebox,false,stinger,8,4
1079,icebox,false,guardian,11,5
48457,lotus,false,odin,10,3
1079,lotus,true,vandal,12,1
97,split,false,bulldog,3,1
79,bind,false,judge,5,2
48457,breeze,false,guardian,12,1
281,breeze,true,ghost,1,1
96,lotus,false,operator,11,3
281,bind,true,classic,8,2
1611,breeze,false,spectre,1,1
79,pearl,false,stinger,5,3
337,fracture,true,classic,12,2
337,fracture,false,operator,9,2
97,haven,false,bulldog,12,4
281,fracture,false,vandal,40,1
96,icebox,true,melee,1,1
3412,pearl,false,guardian,4,1
281,haven,true,classic,2,1
99,fracture,false,stinger,2,1
81,pearl,false,sheriff,9,2
81,ascent,false,bucky,2,2
79,ascent,false,outlaw,4,1
1611,pearl,true,ghost,10,1
1611,fracture,false,guardian,3,2
96,fracture,false,outlaw,1,1
96,fracture,false,sheriff,3,1
99,lotus,true,phantom,5,1
99,split,true,frenzy,1,1
48457,ascent,false,stinger,11,4
1611,abyss,false,classic,4,1
99,haven,true,frenzy,2,2
337,haven,true,operator,1,1
1611,bind,false,outlaw,2,1
81,sunset,false,ghost,6,3
48457,ascent,true,vandal,12,1
48457,split,false,ghost,1,1
79,icebox,false,spectre,2,1
79,sunset,false,shorty,2,1
96,lotus,true,guardian,1,1
337,sunset,true,classic,8,4
79,corrode,false,ghost,2,1
96,corrode,true,classic,9,2
48457,lotus,true,phantom,1,1
53367,ascent,false,bulldog,6,2
1079,sunset,false,shorty,1,1
81,corrode,false,ghost,1,1
48457,haven,false,bucky,1,1
337,bind,false,outlaw,12,4
337,sunset,false,spectre,5,1
81,sunset,true,vandal,2,1
337,bind,true,vandal,2,1
97,lotus,false,shorty,6,2
99,breeze,true,sheriff,7,3
79,bind,false,bulldog,22,5
79,split,true,ghost,18,4
97,sunset,false,stinger,17,7
79,ascent,false,vandal,226,8
1079,split,true,ghost,50,10
3412,ascent,false,stinger,9,4
337,bind,false,vandal,442,15
1611,bind,false,vandal,203,9
337,split,false,vandal,213,9
1611,icebox,false,sheriff,47,15
1611,icebox,false,phantom,233,17
1079,lotus,true,sheriff,11,4
1079,lotus,false,odin,18,4
1079,sunset,false,ghost,2,2
96,breeze,true,ghost,19,4
1079,breeze,true,classic,1,1
96,breeze,false,marshal,1,1
96,split,false,bulldog,30,10
281,pearl,false,stinger,8,3
99,haven,false,stinger,6,4
79,fracture,false,phantom,105,3
79,fracture,false,outlaw,3,2
79,fracture,false,sheriff,5,3
97,lotus,false,ghost,5,3
1611,split,false,bulldog,8,3
96,lotus,false,bulldog,64,13
96,abyss,false,operator,9,3
79,abyss,true,classic,7,2
48457,bind,false,stinger,9,2
81,abyss,false,shorty,3,1
48457,split,true,classic,6,4
81,pearl,false,vandal,153,3
81,pearl,true,phantom,4,1
96,pearl,false,ghost,9,3
1079,abyss,false,stinger,3,1
1079,fracture,false,vandal,18,1
96,fracture,false,vandal,53,2
1079,haven,false,guardian,9,4
1079,haven,false,bucky,1,1
96,ascent,false,phantom,157,12
3412,bind,false,stinger,13,5
3412,icebox,false,marshal,3,2
3412,icebox,false,spectre,2,1
48457,ascent,true,sheriff,8,3
48457,ascent,false,odin,13,5
96,ascent,false,sheriff,21,9
1611,sunset,true,ghost,46,9
1611,sunset,false,guardian,23,7
1611,icebox,false,outlaw,13,7
337,ascent,true,classic,16,4
1611,lotus,true,ghost,59,12
48457,lotus,false,stinger,19,7
48457,sunset,false,sheriff,16,5
48457,sunset,false,phantom,82,4
1611,ascent,false,bulldog,17,5
3412,breeze,true,ghost,2,1
3412,breeze,false,bulldog,2,1
3412,sunset,true,ghost,38,5
3412,sunset,false,classic,6,3
99,icebox,true,frenzy,1,1
1611,lotus,false,operator,10,3
1611,lotus,false,judge,2,2
1079,lotus,true,phantom,7,2
99,split,false,ghost,3,2
97,split,false,operator,4,2
281,sunset,false,ghost,7,5
79,sunset,false,ghost,1,1
281,split,true,ghost,8,3
79,bind,true,frenzy,2,1
3412,icebox,false,classic,11,5
281,breeze,false,operator,2,1
281,bind,false,stinger,1,1
96,breeze,false,classic,1,1
96,breeze,false,spectre,3,1
1079,ascent,false,classic,23,5
337,fracture,false,bulldog,2,2
97,haven,false,operator,7,2
337,haven,false,stinger,15,5
281,fracture,false,sheriff,4,1
281,fracture,false,phantom,13,1
81,lotus,false,stinger,23,5
48457,lotus,false,frenzy,1,1
48457,lotus,true,vandal,4,1
96,haven,false,classic,18,8
96,haven,false,spectre,15,4
96,ascent,false,outlaw,18,7
3412,fracture,false,guardian,1,1
53367,pearl,false,classic,3,1
281,haven,false,classic,2,1
99,pearl,false,stinger,5,3
1611,fracture,true,ghost,7,2
99,pearl,true,frenzy,1,1
81,icebox,false,stinger,2,2
79,abyss,false,operator,6,1
1611,abyss,true,ghost,8,1
3412,bind,false,frenzy,1,1
99,sunset,true,sheriff,4,2
79,corrode,false,shorty,4,2
79,corrode,true,sheriff,1,1
96,sunset,false,operator,12,2
96,sunset,false,judge,3,1
97,corrode,true,sheriff,2,2
97,corrode,false,classic,6,2
97,bind,false,guardian,13,2
99,bind,true,sheriff,1,1
53367,ascent,false,operator,20,2
53367,ascent,false,judge,1,1
3412,ascent,true,classic,2,1
337,bind,true,sheriff,1,1
97,haven,false,judge,4,2
81,icebox,true,frenzy,1,1
81,sunset,true,sheriff,3,1
81,sunset,false,shorty,1,1
99,breeze,false,sheriff,10,4
79,bind,false,shorty,2,1
81,lotus,false,vandal,368,11
99,split,false,operator,9,2
99,split,false,judge,4,2
81,breeze,true,ghost,9,2
99,breeze,false,phantom,8,2
97,sunset,false,vandal,230,7
97,ascent,false,ares,1,1
79,ascent,false,stinger,20,7
79,bind,true,vandal,3,1
3412,split,true,classic,2,2
3412,split,false,sheriff,9,5
3412,split,false,outlaw,5,3
3412,split,false,phantom,73,5
3412,ascent,false,vandal,113,4
1079,ascent,false,guardian,12,5
1611,bind,false,stinger,33,7
337,bind,false,stinger,31,14
337,split,true,classic,21,7
337,split,false,stinger,23,8
1079,lotus,false,phantom,234,9
1079,bind,false,phantom,131,5
1079,breeze,false,vandal,37,1
96,breeze,false,guardian,8,4
281,split,true,operator,1,1
281,pearl,false,vandal,110,4
99,haven,false,vandal,160,5
53367,haven,false,operator,4,2
99,haven,true,sheriff,6,3
99,lotus,true,frenzy,2,2
97,lotus,false,operator,6,2
97,lotus,false,judge,4,2
1079,bind,false,sheriff,6,2
1079,pearl,true,ghost,55,8
1611,split,false,shorty,1,1
96,abyss,false,ghost,3,2
1079,abyss,false,vandal,112,3
96,pearl,false,operator,25,6
48457,bind,false,vandal,66,4
81,abyss,false,bulldog,1,1
96,fracture,false,stinger,12,2
1079,fracture,false,stinger,1,1
1079,haven,false,classic,17,5
96,haven,false,guardian,13,7
96,ascent,false,odin,41,6
3412,bind,false,vandal,237,7
3412,icebox,false,guardian,17,6
96,icebox,true,ghost,41,9
48457,ascent,false,outlaw,3,2
48457,ascent,false,sheriff,31,6
48457,ascent,false,phantom,64,7
1611,sunset,false,spectre,21,6
48457,lotus,false,vandal,439,10
337,breeze,false,phantom,15,1
337,breeze,false,sheriff,4,1
79,sunset,false,operator,4,2
1611,sunset,false,classic,14,7
1611,ascent,false,shorty,7,3
3412,sunset,false,guardian,16,3
281,icebox,true,classic,8,4
281,icebox,false,sheriff,19,5
281,icebox,false,phantom,50,4
99,breeze,false,outlaw,8,2
1611,lotus,false,ghost,9,5
1079,lotus,false,sheriff,9,5
1079,lotus,true,odin,1,1
81,icebox,false,vandal,350,11
81,sunset,false,bulldog,8,5
97,split,true,classic,2,2
99,split,true,sheriff,1,1
281,sunset,true,classic,13,5
281,sunset,false,judge,2,2
1079,lotus,false,outlaw,7,2
97,bind,false,spectre,2,2
281,bind,false,vandal,52,2
97,split,false,ghost,1,1
3412,bind,true,classic,4,2
79,pearl,false,phantom,146,5
79,pearl,false,sheriff,12,4
337,haven,false,vandal,212,7
281,icebox,false,outlaw,9,2
96,split,false,shorty,6,4
96,lotus,false,shorty,4,3
48457,fracture,false,bulldog,5,1
3412,fracture,false,classic,1,1
48457,haven,true,sheriff,4,2
48457,split,false,bulldog,9,2
53367,pearl,false,guardian,6,1
3412,lotus,true,classic,4,3
1079,haven,true,frenzy,1,1
1079,haven,false,spectre,1,1
281,haven,false,guardian,1,1
79,pearl,false,outlaw,9,2
99,pearl,false,vandal,48,3
99,fracture,false,phantom,3,1
81,pearl,false,stinger,4,2
1611,fracture,true,operator,1,1
1079,haven,false,marshal,2,1
1611,bind,false,frenzy,1,1
99,icebox,true,vandal,5,1
99,haven,true,phantom,6,1
3412,icebox,false,bucky,2,2
79,corrode,false,bulldog,7,2
97,corrode,false,guardian,4,1
97,bind,true,shorty,1,1
53367,ascent,false,ghost,1,1
1079,sunset,false,operator,4,1
81,corrode,true,ghost,4,1
97,bind,false,classic,3,2
337,corrode,true,sheriff,1,1
97,icebox,true,sheriff,4,1
1611,icebox,false,odin,1,1
99,breeze,true,classic,6,3
99,breeze,false,guardian,37,4
99,ascent,false,bulldog,3,2
81,split,false,operator,41,10
81,split,true,frenzy,5,4
81,breeze,false,operator,10,1
97,sunset,true,ghost,38,7
97,ascent,false,ghost,1,1
81,bind,false,stinger,4,3
81,bind,true,frenzy,2,1
81,ascent,false,stinger,17,7
3412,split,false,guardian,5,4
1079,ascent,false,sheriff,10,4
1079,ascent,false,phantom,164,6
3412,ascent,true,sheriff,11,4
337,bind,true,classic,26,14
1611,split,true,ghost,18,4
1611,icebox,false,spectre,15,8
337,icebox,false,bulldog,31,10
1079,lotus,true,classic,34,8
1079,lotus,false,guardian,9,4
1079,split,false,ghost,9,5
96,breeze,false,sheriff,10,3
99,lotus,false,bulldog,32,6
97,fracture,false,ghost,3,2
79,fracture,false,classic,6,2
1079,bind,false,guardian,4,2
337,pearl,false,bulldog,3,2
1079,pearl,false,ghost,8,6
79,abyss,true,sheriff,2,1
81,split,false,judge,17,6
96,split,true,frenzy,3,2
96,haven,true,ghost,23,8
96,haven,false,outlaw,2,2
96,haven,false,sheriff,20,6
96,haven,false,phantom,129,10
96,ascent,false,classic,28,12
3412,icebox,false,sheriff,26,6
48457,icebox,false,bulldog,11,7
96,icebox,false,ghost,5,4
48457,ascent,false,guardian,23,6
48457,ascent,false,bucky,3,2
337,sunset,false,vandal,182,6
337,sunset,true,vandal,2,1
337,ascent,false,operator,33,4
1611,bind,true,vandal,2,1
1611,breeze,false,vandal,81,2
96,breeze,false,outlaw,7,3
96,breeze,false,phantom,12,3
1611,ascent,true,ghost,28,8
96,bind,false,shorty,3,2
337,breeze,false,guardian,1,1
79,icebox,false,vandal,201,7
1611,icebox,false,classic,18,7
79,sunset,true,frenzy,1,1
3412,sunset,false,sheriff,8,4
281,lotus,false,stinger,16,7
281,icebox,false,guardian,19,5
1079,icebox,false,stinger,9,5
48457,breeze,false,stinger,1,1
81,sunset,true,classic,4,3
281,lotus,false,frenzy,1,1
79,split,false,judge,3,3
3412,lotus,false,bulldog,17,5
337,ascent,true,sheriff,1,1
3412,icebox,false,phantom,58,6
1079,ascent,false,outlaw,5,2
79,pearl,true,classic,5,3
281,fracture,false,spectre,2,1
281,fracture,false,classic,1,1
79,icebox,true,ghost,26,5
96,ascent,false,spectre,8,4
281,lotus,true,vandal,1,1
81,haven,true,ghost,31,5
81,haven,false,operator,9,5
48457,fracture,true,ghost,7,2
3412,split,false,bucky,1,1
53367,pearl,false,sheriff,3,1
53367,pearl,false,phantom,14,1
281,split,false,ghost,3,1
281,haven,false,sheriff,11,1
281,haven,false,phantom,10,1
97,pearl,false,vandal,14,2
99,ascent,false,melee,1,1
99,fracture,false,guardian,1,1
81,pearl,true,classic,1,1
1611,fracture,false,stinger,3,1
1611,haven,false,stinger,26,8
79,lotus,false,ghost,3,2
79,pearl,false,guardian,4,2
97,icebox,false,operator,14,3
79,haven,false,ghost,2,2
48457,sunset,false,classic,2,2
48457,sunset,false,spectre,3,3
337,abyss,true,ghost,1,1
1611,icebox,false,marshal,3,3
48457,ascent,true,classic,6,4
48457,haven,false,stinger,31,6
1611,abyss,false,vandal,42,1
48457,abyss,false,shorty,1,1
99,icebox,false,operator,19,3
3412,sunset,false,phantom,30,4
99,bind,true,classic,1,1
3412,sunset,false,outlaw,1,1
99,bind,false,ghost,1,1
99,sunset,true,classic,2,2
79,corrode,true,classic,7,2
96,corrode,false,bulldog,10,2
97,corrode,false,phantom,33,2
97,corrode,false,outlaw,1,1
97,corrode,true,classic,2,1
97,corrode,false,sheriff,1,1
53367,sunset,false,bulldog,2,1
281,ascent,false,shorty,1,1
1079,corrode,false,ghost,1,1
337,corrode,false,operator,2,1
3412,corrode,true,ghost,10,1
97,lotus,true,vandal,1,1
48457,haven,false,frenzy,1,1
337,lotus,false,shorty,2,1
97,haven,true,frenzy,2,1
97,breeze,false,phantom,17,3
97,ascent,false,sheriff,6,3
97,ascent,false,phantom,43,4
99,ascent,false,stinger,9,4
81,bind,false,bulldog,14,3
79,lotus,false,sheriff,26,8
99,split,false,classic,5,3
97,sunset,true,sheriff,6,3
79,sunset,false,classic,7,3
79,sunset,false,spectre,12,3
79,ascent,true,vandal,18,3
81,ascent,false,bulldog,17,4
1079,split,true,classic,24,9
1079,split,false,phantom,251,10
1079,split,false,sheriff,9,5
3412,ascent,true,ghost,17,4
1611,split,true,sheriff,3,2
337,icebox,false,stinger,15,5
337,lotus,false,vandal,179,6
1079,sunset,false,classic,12,3
1079,sunset,false,spectre,1,1
1079,breeze,true,ghost,3,1
96,breeze,true,classic,9,3
281,split,true,classic,10,4
281,split,false,phantom,82,4
281,split,false,sheriff,10,4
3412,pearl,false,bulldog,6,2
53367,haven,false,spectre,5,1
53367,lotus,false,sheriff,8,2
53367,lotus,false,phantom,34,2
97,fracture,false,phantom,112,5
97,fracture,false,sheriff,3,2
97,fracture,true,vandal,6,2
97,lotus,false,classic,6,5
79,lotus,false,phantom,291,11
3412,haven,false,vandal,148,5
48457,split,true,ghost,19,4
1079,pearl,false,outlaw,10,4
1079,pearl,false,phantom,285,8
337,pearl,false,stinger,7,2
1611,haven,false,bulldog,23,9
79,abyss,true,ghost,7,2
96,abyss,false,guardian,16,3
96,pearl,false,classic,26,7
1079,pearl,false,sheriff,12,6
48457,abyss,false,vandal,145,3
1079,split,false,outlaw,7,3
96,pearl,false,spectre,4,2
1079,haven,false,operator,1,1
96,icebox,false,outlaw,20,6
96,icebox,false,sheriff,30,7
337,ascent,true,ghost,20,4
337,ascent,false,odin,8,2
96,bind,false,vandal,328,9
1611,lotus,true,classic,22,9
1611,lotus,false,guardian,39,11
1611,sunset,true,classic,16,7
96,breeze,false,ghost,6,3
96,icebox,false,phantom,116,8
1611,ascent,true,sheriff,9,5
96,sunset,false,guardian,9,3
1611,ascent,true,phantom,10,1
97,breeze,false,sheriff,9,1
3412,breeze,true,classic,1,1
97,breeze,false,outlaw,3,3
1079,icebox,false,bulldog,14,4
99,lotus,false,stinger,14,5
99,split,false,spectre,3,1
97,split,false,guardian,2,1
281,lotus,false,bulldog,18,6
281,sunset,false,spectre,12,3
281,sunset,false,classic,8,3
79,split,true,classic,12,3
79,icebox,true,sheriff,8,4
3412,icebox,false,ghost,5,3
48457,breeze,false,bulldog,3,1
281,breeze,false,guardian,9,1
97,haven,false,guardian,19,5
79,icebox,false,shorty,3,3
79,icebox,true,phantom,3,1
48457,icebox,true,frenzy,2,2
96,haven,false,ghost,5,3
96,pearl,false,marshal,3,2
48457,haven,false,bulldog,24,4
53367,haven,false,classic,3,2
3412,lotus,false,stinger,7,3
3412,pearl,true,vandal,3,1
281,haven,false,ghost,2,1
97,pearl,true,frenzy,3,1
99,fracture,true,ghost,6,1
97,ascent,false,outlaw,1,1
1611,pearl,false,vandal,30,1
79,lotus,false,outlaw,5,1
79,lotus,true,vandal,12,2
79,haven,false,outlaw,10,2
79,haven,false,phantom,116,5
79,haven,false,sheriff,13,4
81,haven,true,sheriff,1,1
1611,fracture,true,classic,1,1
97,fracture,false,outlaw,2,1
79,abyss,false,guardian,1,1
48457,icebox,false,stinger,1,1
1611,sunset,false,operator,10,3
337,abyss,false,sheriff,4,1
337,abyss,true,sheriff,1,1
337,abyss,false,phantom,10,1
48457,icebox,false,frenzy,3,1
1611,abyss,true,classic,1,1
96,haven,true,sheriff,2,2
99,bind,false,phantom,29,3
99,bind,false,sheriff,17,3
99,bind,false,outlaw,2,1
99,sunset,false,sheriff,7,2
99,sunset,false,outlaw,3,1
99,sunset,false,phantom,29,2
1611,corrode,true,ghost,5,1
1611,corrode,false,outlaw,2,1
1611,corrode,false,sheriff,6,1
1611,corrode,false,phantom,30,1
1611,lotus,false,bucky,1,1
1079,corrode,false,phantom,105,2
1079,corrode,false,outlaw,4,2
1079,corrode,false,sheriff,1,1
96,corrode,false,stinger,14,2
97,bind,false,judge,5,3
53367,sunset,false,stinger,4,1
53367,lotus,false,outlaw,1,1
281,ascent,false,vandal,9,1
53367,ascent,false,guardian,11,2
48457,corrode,false,phantom,48,2
337,sunset,false,shorty,2,1
337,corrode,false,odin,10,1
48457,corrode,false,sheriff,2,1
3412,corrode,false,vandal,17,1
97,haven,false,bucky,1,1
3412,sunset,true,classic,2,1
3412,sunset,false,ghost,1,1
337,lotus,true,frenzy,1,1
99,ascent,false,operator,5,2
81,split,false,bulldog,32,7
79,lotus,true,ghost,41,11
81,lotus,false,guardian,49,11
81,breeze,false,bulldog,4,1
97,sunset,false,guardian,31,6
79,ascent,false,classic,26,7
79,ascent,true,ghost,18,7
79,ascent,false,spectre,8,5
97,ascent,true,odin,1,1
81,ascent,false,odin,4,2
1079,split,false,shorty,3,3
3412,split,true,frenzy,1,1
1079,ascent,false,vandal,127,6
1079,ascent,true,sheriff,5,4
1611,bind,true,sheriff,25,9
337,bind,false,classic,13,8
1611,bind,false,spectre,7,5
337,split,false,spectre,2,1
337,icebox,false,operator,65,10
337,split,false,classic,9,6
96,breeze,false,vandal,156,4
1079,breeze,false,guardian,7,1
3412,pearl,true,ghost,14,2
281,pearl,false,guardian,18,4
99,lotus,true,classic,12,5
97,fracture,true,ghost,23,5
97,fracture,false,shorty,1,1
79,lotus,false,shorty,9,6
337,split,true,frenzy,3,2
1079,pearl,false,shorty,10,6
337,pearl,false,operator,8,2
99,haven,false,guardian,14,3
1079,abyss,false,guardian,3,2
48457,bind,false,guardian,12,4
81,pearl,false,classic,3,2
1079,fracture,true,classic,1,1
96,fracture,false,spectre,6,2
1079,fracture,false,spectre,2,1
96,fracture,false,classic,2,2
96,haven,false,vandal,340,10
1079,haven,true,classic,10,5
1079,haven,false,stinger,4,3
3412,bind,false,guardian,26,6
3412,icebox,false,vandal,315,8
337,sunset,false,sheriff,23,4
337,sunset,false,phantom,63,6
1611,sunset,false,stinger,22,6
337,sunset,true,phantom,1,1
337,ascent,false,bulldog,18,4
337,bind,false,spectre,1,1
96,bind,false,ghost,7,4
48457,lotus,true,classic,11,5
48457,lotus,false,guardian,39,10
48457,icebox,false,operator,10,6
1611,bind,false,classic,11,5
1611,bind,true,phantom,3,1
1611,breeze,false,sheriff,11,2
1611,breeze,false,outlaw,8,2
337,sunset,true,sheriff,1,1
79,icebox,false,sheriff,21,6
79,icebox,false,phantom,120,7
3412,sunset,false,vandal,181,5
99,lotus,false,judge,2,2
99,icebox,false,bulldog,12,5
81,icebox,false,guardian,24,9
79,split,false,bulldog,5,2
3412,lotus,false,judge,3,1
97,bind,false,stinger,15,4
96,icebox,false,shorty,2,2
281,bind,true,sheriff,2,1
1611,breeze,false,phantom,7,1
337,haven,false,guardian,19,5
79,icebox,false,outlaw,1,1
81,lotus,false,bucky,1,1
281,lotus,true,phantom,3,1
337,pearl,false,judge,2,1
281,lotus,true,sheriff,1,1
81,haven,false,bulldog,7,3
53367,pearl,false,vandal,23,1
281,lotus,false,odin,5,3
281,pearl,false,bucky,2,1
281,split,false,shorty,1,1
281,haven,false,vandal,5,1
97,lotus,true,sheriff,9,3
97,pearl,false,phantom,72,2
97,pearl,false,sheriff,2,1
97,pearl,false,outlaw,4,2
99,lotus,false,operator,1,1
99,pearl,false,guardian,3,3
99,pearl,false,bucky,1,1
79,haven,false,shorty,7,4
96,fracture,false,marshal,2,1
97,icebox,false,bulldog,11,2
81,icebox,false,bucky,1,1
337,abyss,false,shorty,2,1
1611,abyss,false,outlaw,1,1
1611,abyss,false,phantom,1,1
281,bind,false,guardian,7,1
3412,ascent,false,guardian,3,2
1611,haven,false,odin,2,2
3412,haven,false,ghost,1,1
99,bind,false,shorty,3,1
3412,lotus,false,operator,5,2
1611,corrode,false,shorty,1,1
337,sunset,false,outlaw,8,3
97,corrode,false,vandal,62,2
96,corrode,false,operator,7,2
