team_id,map_name,is_pistol_round,weapon_name,total_kills,games_with_weapon
99,icebox,true,sheriff,2,2
79,icebox,false,bucky,1,1
1079,lotus,true,stinger,4,1
1611,haven,false,marshal,3,3
1079,corrode,true,ghost,15,2
96,sunset,false,shorty,3,1
53367,sunset,true,ghost,1,1
53367,ascent,false,shorty,1,1
1079,icebox,false,marshal,1,1
81,corrode,false,operator,8,1
48457,haven,false,marshal,3,2
337,bind,false,odin,4,2
97,corrode,true,frenzy,1,1
81,lotus,false,outlaw,2,1
1611,haven,false,spectre,3,1
97,breeze,false,stinger,1,1
97,ascent,true,ghost,13,4
99,ascent,false,phantom,57,4
97,ascent,false,stinger,19,3
99,ascent,false,sheriff,17,4
81,bind,true,ghost,37,7
79,bind,false,spectre,14,4
81,bind,false,ghost,4,3
81,split,true,ghost,42,11
81,split,false,vandal,360,11
79,split,false,vandal,121,4
79,lotus,false,stinger,34,10
81,breeze,false,vandal,53,2
79,sunset,true,ghost,7,4
1079,split,false,stinger,36,9
1611,split,false,classic,7,4
1611,icebox,true,classic,18,9
337,icebox,false,phantom,139,10
337,icebox,true,sheriff,12,7
337,icebox,false,sheriff,48,10
337,icebox,false,outlaw,7,3
337,lotus,true,sheriff,9,4
96,breeze,false,bulldog,14,3
96,split,true,ghost,37,9
96,split,false,spectre,8,5
281,split,false,frenzy,1,1
53367,lotus,true,ghost,2,1
99,lotus,false,phantom,106,7
99,lotus,false,outlaw,3,2
79,fracture,true,ghost,17,3
97,fracture,false,stinger,16,5
3412,haven,true,ghost,31,5
3412,haven,false,odin,1,1
337,pearl,true,ghost,10,2
337,pearl,false,sheriff,5,2
337,pearl,false,phantom,45,2
337,pearl,false,outlaw,2,2
1079,pearl,false,stinger,29,8
1611,haven,false,ghost,11,7
1611,split,false,spectre,2,1
96,lotus,true,ghost,54,16
79,lotus,false,frenzy,4,3
96,lotus,false,classic,21,10
96,abyss,true,ghost,15,4
96,pearl,true,ghost,15,5
81,abyss,true,ghost,15,2
81,abyss,false,guardian,8,2
96,split,false,classic,12,6
1079,abyss,true,sheriff,3,1
96,fracture,true,classic,9,2
96,haven,false,bulldog,25,5
1079,haven,false,shorty,3,2
96,ascent,true,sheriff,6,4
3412,icebox,true,ghost,52,8
3412,icebox,false,bulldog,16,4
96,icebox,false,stinger,34,7
48457,icebox,false,sheriff,38,11
48457,icebox,false,phantom,92,9
337,ascent,false,vandal,92,4
48457,icebox,true,sheriff,23,9
96,bind,true,vandal,2,1
1611,breeze,false,operator,10,2
1611,ascent,false,classic,12,6
79,icebox,false,operator,12,4
1611,ascent,false,spectre,10,4
79,ascent,true,odin,1,1
3412,breeze,false,classic,6,1
281,lotus,false,ghost,9,4
1079,icebox,false,ghost,3,1
99,lotus,false,sheriff,20,5
99,icebox,false,vandal,242,7
48457,sunset,true,classic,3,3
81,sunset,false,guardian,9,5
281,split,false,stinger,11,3
3412,lotus,false,phantom,31,6
3412,lotus,false,sheriff,18,5
96,lotus,false,spectre,5,3
79,bind,false,classic,3,1
96,lotus,false,marshal,1,1
1079,ascent,false,bulldog,4,2
337,fracture,false,classic,2,2
337,fracture,false,spectre,1,1
97,fracture,false,frenzy,2,2
97,haven,true,ghost,24,5
337,haven,true,classic,11,7
79,icebox,false,judge,1,1
48457,icebox,false,outlaw,5,2
81,haven,false,vandal,198,5
81,lotus,true,vandal,12,3
3412,fracture,true,ghost,6,1
48457,fracture,false,guardian,13,2
48457,split,false,guardian,11,3
53367,pearl,false,bulldog,1,1
3412,lotus,false,outlaw,2,1
3412,pearl,false,ghost,2,1
281,pearl,true,vandal,3,1
281,haven,false,bulldog,4,1
97,pearl,false,judge,2,1
97,pearl,false,operator,1,1
1611,ascent,false,marshal,1,1
79,haven,true,ghost,17,5
79,haven,false,stinger,17,5
1611,fracture,false,ghost,2,1
1611,haven,true,sheriff,8,3
97,icebox,false,vandal,156,4
79,icebox,true,frenzy,1,1
81,ascent,false,ghost,2,1
337,abyss,false,stinger,3,1
48457,haven,false,ghost,4,3
1611,abyss,false,operator,10,1
1611,haven,true,phantom,11,2
99,bind,false,stinger,8,2
3412,sunset,false,bulldog,11,3
81,sunset,false,bucky,1,1
99,sunset,false,stinger,5,2
96,ascent,true,phantom,4,1
1611,corrode,false,stinger,2,1
79,corrode,false,guardian,3,1
79,haven,false,frenzy,1,1
337,sunset,false,judge,4,2
96,haven,true,frenzy,1,1
1079,corrode,false,stinger,13,2
79,corrode,false,bucky,1,1
1079,corrode,true,classic,2,1
96,corrode,false,phantom,29,2
96,corrode,false,sheriff,3,2
97,bind,true,classic,2,2
53367,sunset,false,phantom,31,1
53367,sunset,false,sheriff,5,1
53367,sunset,true,classic,3,1
53367,sunset,false,outlaw,1,1
53367,lotus,false,stinger,3,1
81,corrode,false,guardian,5,1
81,corrode,false,bucky,1,1
97,sunset,true,frenzy,1,1
337,corrode,false,vandal,32,1
48457,corrode,false,stinger,4,1
97,bind,false,shorty,1,1
99,breeze,false,bulldog,16,3
97,breeze,true,sheriff,5,4
79,lotus,true,classic,31,10
81,lotus,false,judge,7,3
81,lotus,false,operator,9,4
99,split,false,vandal,85,4
79,sunset,false,vandal,150,4
97,sunset,false,operator,21,2
79,ascent,true,classic,20,5
3412,split,false,bulldog,23,4
3412,ascent,false,judge,3,1
3412,ascent,false,operator,16,4
1611,bind,false,ghost,5,5
337,split,false,ghost,6,4
337,icebox,false,guardian,24,7
1079,lotus,false,bulldog,31,9
337,bind,false,ghost,12,7
1079,bind,false,bulldog,17,4
96,sunset,false,stinger,11,4
1079,sunset,false,vandal,79,3
281,pearl,false,operator,17,3
337,lotus,false,classic,8,4
53367,haven,false,vandal,37,3
99,lotus,true,ghost,40,7
99,lotus,false,guardian,21,6
97,fracture,true,classic,6,3
79,fracture,false,shorty,3,1
97,lotus,false,vandal,119,6
3412,haven,false,marshal,1,1
48457,split,false,sheriff,13,5
48457,split,false,phantom,66,5
48457,split,false,outlaw,9,2
337,pearl,false,guardian,8,2
99,haven,false,operator,6,4
96,abyss,false,stinger,10,3
79,abyss,false,stinger,2,2
1079,abyss,false,operator,3,1
96,pearl,false,vandal,231,7
48457,bind,false,operator,1,1
48457,bind,true,sheriff,6,3
81,abyss,false,sheriff,9,2
48457,abyss,false,classic,5,3
81,abyss,false,phantom,13,2
96,fracture,false,ghost,3,2
1079,fracture,true,ghost,1,1
1079,haven,true,ghost,23,5
96,lotus,false,odin,29,9
3412,bind,false,operator,11,4
48457,icebox,false,guardian,59,11
48457,ascent,false,bulldog,16,3
1611,sunset,true,vandal,4,2
96,bind,false,classic,13,6
1611,lotus,false,stinger,18,7
48457,lotus,true,ghost,48,10
48457,lotus,false,operator,3,2
48457,sunset,false,shorty,1,1
1611,ascent,false,odin,39,7
337,breeze,false,bulldog,4,1
96,bind,false,spectre,3,2
1611,lotus,true,vandal,11,2
81,icebox,false,operator,44,9
81,sunset,false,sheriff,33,5
81,sunset,false,phantom,70,4
281,sunset,false,vandal,134,5
3412,bind,false,judge,4,2
3412,lotus,false,guardian,9,5
337,bind,true,shorty,1,1
96,icebox,true,frenzy,1,1
79,ascent,false,ghost,4,1
79,pearl,false,bulldog,11,3
97,haven,false,stinger,10,5
281,fracture,false,shorty,3,1
281,icebox,false,bulldog,8,3
96,ascent,false,shorty,11,4
337,haven,false,judge,1,1
48457,fracture,false,phantom,16,2
48457,fracture,false,sheriff,2,2
3412,haven,false,classic,6,3
99,ascent,false,guardian,3,2
99,pearl,false,operator,1,1
99,fracture,false,bulldog,4,1
81,pearl,false,ghost,3,2
1611,pearl,false,marshal,4,1
1611,pearl,false,classic,1,1
99,ascent,true,sheriff,2,1
1611,fracture,true,vandal,4,1
1611,icebox,false,shorty,2,2
48457,abyss,false,spectre,1,1
337,haven,false,operator,2,1
99,haven,false,judge,3,2
3412,lotus,false,bucky,3,2
81,sunset,false,outlaw,3,2
48457,ascent,true,shorty,1,1
79,corrode,false,phantom,80,2
79,corrode,false,sheriff,1,1
79,corrode,false,outlaw,1,1
96,corrode,false,guardian,3,2
96,sunset,false,frenzy,1,1
281,ascent,false,classic,2,1
53367,ascent,false,stinger,3,2
48457,corrode,true,classic,7,2
81,corrode,false,sheriff,1,1
81,corrode,false,phantom,10,1
81,corrode,false,outlaw,1,1
48457,bind,false,judge,1,1
3412,haven,false,spectre,3,1
337,lotus,false,marshal,1,1
99,breeze,true,ghost,19,3
97,breeze,false,classic,5,2
99,breeze,false,operator,12,3
79,bind,false,stinger,9,4
81,split,false,guardian,19,8
79,split,false,guardian,8,3
81,lotus,false,bulldog,20,5
79,lotus,false,spectre,11,7
99,split,false,phantom,35,4
99,split,false,sheriff,10,4
81,breeze,false,guardian,7,2
97,sunset,true,classic,10,5
79,sunset,false,sheriff,4,3
79,sunset,false,phantom,52,4
97,ascent,false,spectre,6,2
97,ascent,false,classic,5,3
1079,split,false,spectre,5,3
1079,split,false,classic,17,9
3412,split,false,judge,2,1
3412,split,false,operator,18,5
3412,ascent,false,bulldog,9,2
337,bind,true,ghost,80,15
1611,bind,false,shorty,2,2
1611,split,false,stinger,10,4
1611,split,true,classic,7,4
1611,icebox,true,frenzy,7,6
1611,icebox,false,ghost,9,6
1079,lotus,true,ghost,20,8
1079,sunset,false,sheriff,4,1
1079,sunset,false,phantom,90,3
96,breeze,true,sheriff,7,3
96,split,false,stinger,54,10
281,split,false,classic,6,3
281,pearl,false,bulldog,9,4
99,haven,false,bulldog,11,4
53367,haven,false,phantom,41,3
53367,haven,false,sheriff,12,3
53367,lotus,false,classic,4,2
97,fracture,false,classic,12,4
97,lotus,false,phantom,219,7
97,lotus,false,sheriff,13,4
97,lotus,false,outlaw,8,3
79,lotus,false,classic,16,9
48457,split,false,vandal,206,5
337,bind,false,shorty,10,7
1079,bind,false,judge,2,1
1079,bind,false,operator,9,4
1079,pearl,false,classic,24,5
96,lotus,false,stinger,76,16
1079,abyss,false,bulldog,4,2
96,pearl,false,outlaw,7,3
96,pearl,false,phantom,127,7
48457,bind,false,bulldog,8,3
81,abyss,false,vandal,63,2
81,split,false,bucky,4,4
81,pearl,true,ghost,19,3
1079,pearl,false,spectre,1,1
81,pearl,false,shorty,3,2
1079,split,true,sheriff,1,1
96,fracture,false,shorty,3,2
96,haven,true,classic,45,9
3412,bind,false,bulldog,23,5
48457,ascent,true,ghost,41,7
1611,sunset,true,sheriff,7,4
1611,sunset,true,phantom,4,1
337,ascent,false,guardian,8,4
96,ascent,false,ghost,6,4
1611,lotus,true,sheriff,15,8
96,icebox,false,classic,10,6
1611,ascent,true,classic,24,7
1611,ascent,false,stinger,7,5
337,breeze,false,operator,7,1
337,breeze,false,judge,1,1
79,icebox,true,classic,12,4
97,breeze,false,spectre,5,2
97,sunset,false,bulldog,26,5
281,icebox,false,operator,14,4
96,icebox,false,spectre,11,5
337,split,false,shorty,4,4
99,icebox,false,guardian,26,6
99,icebox,false,bucky,1,1
1611,lotus,true,phantom,26,3
81,icebox,false,bulldog,18,7
48457,sunset,false,ghost,5,2
81,sunset,false,vandal,157,5
81,sunset,true,ghost,19,5
99,split,false,outlaw,2,1
79,lotus,false,marshal,4,1
281,sunset,false,phantom,88,5
281,sunset,false,sheriff,17,5
281,split,false,spectre,6,2
1079,lotus,false,operator,11,4
79,ascent,false,shorty,2,2
281,bind,false,bulldog,3,2
79,pearl,true,ghost,34,5
79,pearl,false,operator,17,4
337,fracture,false,stinger,7,2
97,fracture,false,spectre,1,1
337,haven,false,bulldog,12,5
281,icebox,false,judge,3,2
48457,lotus,false,bulldog,8,3
48457,lotus,true,shorty,1,1
96,pearl,false,sheriff,10,5
1079,lotus,false,judge,1,1
81,haven,true,classic,9,4
81,haven,false,guardian,25,5
96,lotus,false,frenzy,3,2
48457,fracture,true,classic,2,2
48457,fracture,false,vandal,63,2
79,fracture,false,ghost,4,1
79,pearl,false,judge,3,2
99,pearl,false,bulldog,6,3
79,haven,false,classic,7,3
97,icebox,false,guardian,11,4
79,haven,false,spectre,3,1
337,abyss,true,classic,3,1
96,abyss,false,odin,2,1
337,abyss,false,classic,3,1
96,icebox,false,marshal,1,1
48457,ascent,false,operator,9,4
1611,abyss,true,sheriff,1,1
1611,lotus,false,odin,16,5
99,bind,true,ghost,14,3
99,bind,false,spectre,2,2
99,bind,false,marshal,1,1
99,sunset,true,ghost,6,2
99,sunset,false,spectre,5,2
99,sunset,false,classic,1,1
96,bind,true,guardian,1,1
79,corrode,true,ghost,9,2
79,corrode,false,vandal,29,2
79,haven,false,marshal,1,1
337,haven,true,frenzy,3,2
1079,corrode,false,classic,7,2
97,corrode,true,ghost,8,2
97,bind,true,frenzy,5,2
53367,sunset,true,frenzy,2,1
1079,sunset,false,outlaw,2,1
81,corrode,false,vandal,26,1
48457,corrode,false,classic,2,2
48457,ascent,false,judge,4,2
48457,corrode,false,spectre,1,1
97,haven,false,odin,1,1
99,ascent,false,classic,6,3
79,bind,true,ghost,20,5
81,lotus,false,ghost,7,5
99,split,false,stinger,10,3
79,sunset,false,stinger,6,3
79,ascent,false,judge,8,3
79,bind,false,phantom,56,4
79,bind,false,sheriff,10,3
81,ascent,true,ghost,26,6
79,ascent,false,operator,15,6
337,bind,false,operator,8,5
337,split,false,judge,5,3
1611,split,false,phantom,72,4
337,icebox,false,classic,22,9
337,icebox,true,classic,10,7
337,lotus,true,classic,5,3
337,lotus,false,guardian,13,5
1079,bind,true,classic,16,5
337,bind,false,judge,10,7
96,sunset,false,vandal,136,4
1079,sunset,false,stinger,8,2
1079,breeze,false,ghost,1,1
96,split,false,phantom,176,10
281,split,true,frenzy,5,2
3412,split,false,shorty,1,1
281,pearl,false,ghost,4,2
53367,haven,false,stinger,6,3
99,lotus,false,spectre,4,2
3412,haven,false,guardian,14,4
337,pearl,false,classic,3,2
1611,haven,true,classic,16,8
1611,split,false,sheriff,4,3
96,lotus,false,outlaw,18,6
96,lotus,false,phantom,253,16
79,abyss,false,vandal,64,2
96,abyss,false,vandal,126,4
1079,abyss,false,ghost,2,1
96,pearl,false,stinger,46,7
48457,abyss,false,guardian,13,3
1079,lotus,false,shorty,3,3
1079,abyss,true,classic,7,2
81,pearl,false,operator,20,2
81,pearl,true,melee,1,1
1079,pearl,true,vandal,7,1
1079,fracture,false,operator,1,1
96,lotus,false,sheriff,41,12
96,ascent,true,classic,65,14
96,ascent,false,bulldog,63,13
96,ascent,false,melee,2,2
3412,bind,false,ghost,5,3
337,icebox,false,marshal,1,1
1611,icebox,true,sheriff,35,15
1611,icebox,false,bulldog,21,13
96,split,false,sheriff,15,6
1611,lotus,false,vandal,337,12
48457,icebox,false,marshal,3,1
48457,icebox,false,spectre,6,4
48457,sunset,false,melee,1,1
96,bind,false,guardian,10,7
1611,breeze,true,sheriff,2,2
1611,icebox,true,phantom,2,1
96,icebox,true,vandal,3,1
1611,ascent,false,outlaw,12,4
1611,ascent,false,phantom,123,8
1611,ascent,false,sheriff,34,7
3412,breeze,false,sheriff,6,1
