series_id,ingested_at,source_path,depth_level,games_count,rounds_count,status,error_message
2819688,2026-01-20 21:38:12.908378,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group A]\2819688,2,3,6083,success,
2819690,2026-01-20 21:38:12.958613,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group A]\2819690,2,2,6083,success,
2819692,2026-01-20 21:38:13.012551,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group A]\2819692,2,3,6083,success,
2819694,2026-01-20 21:38:13.058373,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group A]\2819694,2,2,6083,success,
2819696,2026-01-20 21:38:13.107117,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group A]\2819696,2,2,6083,success,
2819698,2026-01-20 21:38:13.155138,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group A]\2819698,2,2,6083,success,
2819702,2026-01-20 21:38:13.200956,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group A]\2819702,2,2,6083,success,
2819703,2026-01-20 21:38:13.259757,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group A]\2819703,2,3,6083,success,
2819704,2026-01-20 21:38:13.309939,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group A]\2819704,2,2,6083,success,
2819677,2026-01-20 21:38:22.781895,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819677,4,3,6153,success,
2819679,2026-01-20 21:38:30.559468,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819679,4,3,6211,success,
2819680,2026-01-20 21:38:35.93526,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819680,4,2,6251,success,
2819684,2026-01-20 21:38:40.735682,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819684,4,2,6286,success,
2819685,2026-01-20 21:38:45.925522,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819685,4,2,6325,success,
2819687,2026-01-20 21:38:51.643191,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819687,4,2,6364,success,
2819689,2026-01-20 21:39:03.16304,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819689,4,3,6434,success,
2819691,2026-01-20 21:39:09.996434,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819691,4,2,6483,success,
2819693,2026-01-20 21:39:18.411909,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819693,4,3,6542,success,
2819695,2026-01-20 21:39:25.490654,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819695,4,2,6593,success,
2819697,2026-01-20 21:39:33.489045,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819697,4,3,6652,success,
2819699,2026-01-20 21:39:41.692479,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819699,4,3,6713,success,
2819700,2026-01-20 21:39:49.618913,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819700,4,3,6770,success,
2819701,2026-01-20 21:39:57.725724,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819701,4,3,6831,success,
2819705,2026-01-20 21:40:04.093488,e:\work\hackathon\data\valorant\VCT Americas - Stage 2 2025 [Regular Season_ Group B]\2819705,4,2,6878,success,
